epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1260189000022364,,1024,32,baseline,shapley-20260606T024314Z-b16dec20,shapley,baseline
69,69,B,1,0.0540810000020428,,1600,50,baseline,shapley-20260606T024314Z-b16dec20,shapley,baseline
89,89,B,2,0.0433937999987392,,1600,50,baseline,shapley-20260606T024314Z-b16dec20,shapley,baseline
109,109,B,3,0.0412452999989909,,1600,50,baseline,shapley-20260606T024314Z-b16dec20,shapley,baseline
129,129,B,4,0.0401643999975931,,1600,50,baseline,shapley-20260606T024314Z-b16dec20,shapley,baseline
169,169,B,5,0.0561577999978908,,1600,50,baseline,shapley-20260606T024314Z-b16dec20,shapley,baseline
49,49,B,0,0.127441099997668,,1024,32,marginal,shapley-20260606T024338Z-8cde1b53,shapley,marginal
69,69,B,1,0.063632299999881,,1600,50,marginal,shapley-20260606T024338Z-8cde1b53,shapley,marginal
89,89,B,2,0.0732529999986582,,1600,50,marginal,shapley-20260606T024338Z-8cde1b53,shapley,marginal
109,109,B,3,0.0535662000002048,,1600,50,marginal,shapley-20260606T024338Z-8cde1b53,shapley,marginal
129,129,B,4,0.0546040999979595,,1600,50,marginal,shapley-20260606T024338Z-8cde1b53,shapley,marginal
169,169,B,5,0.0476052999983949,,1600,50,marginal,shapley-20260606T024338Z-8cde1b53,shapley,marginal
49,49,B,0,0.1492923999976483,,1024,32,conditional,shapley-20260606T024402Z-40701656,shapley,conditional
69,69,B,1,0.0780260000028647,,1600,50,conditional,shapley-20260606T024402Z-40701656,shapley,conditional
89,89,B,2,0.0818575999983295,,1600,50,conditional,shapley-20260606T024402Z-40701656,shapley,conditional
109,109,B,3,0.076763100001699,,1600,50,conditional,shapley-20260606T024402Z-40701656,shapley,conditional
129,129,B,4,0.0727381000033347,,1600,50,conditional,shapley-20260606T024402Z-40701656,shapley,conditional
169,169,B,5,0.0735061000013956,,1600,50,conditional,shapley-20260606T024402Z-40701656,shapley,conditional
