node_id,mask,coalition_size,c_value,mean,second_moment,variance,effective_count,effective_count_pre,blend_weight,probability,n_new,global_progress,epoch,cycle,sampling_phase
0,00000,0,1.0,-1.3695099353790283,2.2064385414123535,0.33088111877441406,32.0,0.0,1.0,0.1976359635591507,32,0.0,49,0,1
1,10000,1,0.4000000059604645,-1.36501145362854,2.1390633583068848,0.27580714225769043,32.0,0.0,1.0,0.07281079143285751,32,0.0,49,0,1
2,01000,1,0.4000000059604645,-0.5191043615341187,0.3201889097690582,0.05071955919265747,32.0,0.0,1.0,0.031794607639312744,32,0.0,49,0,1
3,11000,2,0.20000000298023224,-0.34785205125808716,0.1607067883014679,0.03970573842525482,32.0,0.0,1.0,0.014623341150581837,32,0.0,49,0,1
4,00100,1,0.4000000059604645,-1.194850206375122,1.6292203664779663,0.2015533447265625,32.0,0.0,1.0,0.06238777935504913,32,0.0,49,0,1
5,10100,2,0.20000000298023224,-1.073340892791748,1.2894058227539062,0.13734519481658936,32.0,0.0,1.0,0.02633749507367611,32,0.0,49,0,1
6,01100,2,0.20000000298023224,-0.27454131841659546,0.09422141313552856,0.0188484787940979,32.0,0.0,1.0,0.010386315174400806,32,0.0,49,0,1
7,11100,3,0.20000000298023224,-0.19108647108078003,0.051268357783555984,0.014754317700862885,32.0,0.0,1.0,0.009304558858275414,32,0.0,49,0,1
8,00010,1,0.4000000059604645,-1.1259071826934814,1.4204764366149902,0.1528095006942749,32.0,0.0,1.0,0.054451774805784225,32,0.0,49,0,1
9,10010,2,0.20000000298023224,-1.286542534828186,1.8362740278244019,0.1810823678970337,32.0,0.0,1.0,0.030093438923358917,32,0.0,49,0,1
10,01010,2,0.20000000298023224,-0.3432188928127289,0.13830392062664032,0.02050471305847168,32.0,0.0,1.0,0.010790025815367699,32,0.0,49,0,1
11,11010,3,0.20000000298023224,-0.22350278496742249,0.059225499629974365,0.009272005409002304,32.0,0.0,1.0,0.007583302445709705,32,0.0,49,0,1
12,00110,2,0.20000000298023224,-1.0052670240402222,1.1011688709259033,0.09060704708099365,32.0,0.0,1.0,0.021579647436738014,32,0.0,49,0,1
13,10110,3,0.20000000298023224,-0.8807674050331116,0.8967109322547913,0.12095969915390015,32.0,0.0,1.0,0.024778110906481743,32,0.0,49,0,1
14,01110,3,0.20000000298023224,-0.11984960734844208,0.025441985577344894,0.011078056879341602,32.0,0.0,1.0,0.008195959962904453,32,0.0,49,0,1
15,11110,4,0.4000000059604645,-0.041837576776742935,0.007635513320565224,0.005885130725800991,32.0,0.0,1.0,0.0114897470921278,32,0.0,49,0,1
16,00001,1,0.4000000059604645,-1.3853626251220703,2.194822311401367,0.2755926847457886,32.0,0.0,1.0,0.07278286665678024,32,0.0,49,0,1
17,10001,2,0.20000000298023224,-1.4036979675292969,2.3091700077056885,0.3388019800186157,32.0,0.0,1.0,0.040795132517814636,32,0.0,49,0,1
18,01001,2,0.20000000298023224,-0.4189058542251587,0.21594738960266113,0.040465280413627625,32.0,0.0,1.0,0.014753025956451893,32,0.0,49,0,1
19,11001,3,0.20000000298023224,-0.2878178358078003,0.11020146310329437,0.02736235409975052,32.0,0.0,1.0,0.012309246696531773,32,0.0,49,0,1
20,00101,2,0.20000000298023224,-1.1409924030303955,1.4909089803695679,0.18904531002044678,32.0,0.0,1.0,0.0307262372225523,32,0.0,49,0,1
21,10101,3,0.20000000298023224,-1.0179669857025146,1.3439288139343262,0.30767202377319336,32.0,0.0,1.0,0.03892284631729126,32,0.0,49,0,1
22,01101,3,0.20000000298023224,-0.18869316577911377,0.05071200802922249,0.015106897801160812,32.0,0.0,1.0,0.009403198026120663,32,0.0,49,0,1
23,11101,4,0.4000000059604645,-0.12909342348575592,0.028609879314899445,0.011944767087697983,32.0,0.0,1.0,0.015944307669997215,32,0.0,49,0,1
24,00011,2,0.20000000298023224,-1.3573637008666992,2.0489249229431152,0.2064887285232544,32.0,0.0,1.0,0.03206741437315941,32,0.0,49,0,1
25,10011,3,0.20000000298023224,-1.0641508102416992,1.3845605850219727,0.25214362144470215,32.0,0.0,1.0,0.03533056378364563,32,0.0,49,0,1
26,01011,3,0.20000000298023224,-0.27482521533966064,0.08581852912902832,0.01028963178396225,32.0,0.0,1.0,0.007935166358947754,32,0.0,49,0,1
27,11011,4,0.4000000059604645,-0.1522226631641388,0.026107769459486008,0.0029360298067331314,32.0,0.0,1.0,0.008409129455685616,32,0.0,49,0,1
28,00111,3,0.20000000298023224,-1.0566236972808838,1.2456090450286865,0.12915539741516113,32.0,0.0,1.0,0.02557045966386795,32,0.0,49,0,1
29,10111,4,0.4000000059604645,-0.7369856834411621,0.6708560585975647,0.12770813703536987,32.0,0.0,1.0,0.04986480996012688,32,0.0,49,0,1
30,01111,4,0.4000000059604645,-0.07670873403549194,0.010161476209759712,0.004277246538549662,32.0,0.0,1.0,0.009942708536982536,32,0.0,49,0,1
31,11111,5,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0010000000474974513,32,0.0,49,0,1
0,00000,0,1.0,-1.4709006547927856,2.586442470550537,0.422893762588501,224.0,32.0,0.8571428656578064,0.19251804053783417,192,0.0,69,1,2
1,10000,1,0.4000000059604645,-1.4579944610595703,2.588186025619507,0.46243810653686523,160.0,32.0,0.800000011920929,0.08110892027616501,128,0.0,69,1,2
2,01000,1,0.4000000059604645,-0.5053567886352539,0.30329328775405884,0.04790779948234558,96.0,32.0,0.6666666865348816,0.02678440883755684,64,0.0,69,1,2
3,11000,2,0.20000000298023224,-0.34785205125808716,0.1607067883014679,0.03970573842525482,32.0,0.0,1.0,0.01273682713508606,0,0.0,69,1,2
4,00100,1,0.4000000059604645,-1.285668969154358,1.997262716293335,0.3443180322647095,192.0,32.0,0.8333333134651184,0.07012481987476349,160,0.0,69,1,2
5,10100,2,0.20000000298023224,-1.194880723953247,1.8342623710632324,0.40652239322662354,64.0,32.0,0.5,0.03855487331748009,32,0.0,69,1,2
6,01100,2,0.20000000298023224,-0.27274587750434875,0.09375350922346115,0.019363194704055786,64.0,32.0,0.5,0.009196200408041477,32,0.0,69,1,2
7,11100,3,0.20000000298023224,-0.19108647108078003,0.051268357783555984,0.014754317700862885,32.0,0.0,1.0,0.008154571056365967,0,0.0,69,1,2
8,00010,1,0.4000000059604645,-1.3265581130981445,2.1001009941101074,0.34034454822540283,128.0,32.0,0.75,0.06972479820251465,96,0.0,69,1,2
