epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1306297999981325,,1024,32,baseline,shapley-20260606T021606Z-f498e230,shapley,baseline
69,69,B,1,0.0477664999998523,,1600,50,baseline,shapley-20260606T021606Z-f498e230,shapley,baseline
89,89,B,2,0.0489873999977135,,1600,50,baseline,shapley-20260606T021606Z-f498e230,shapley,baseline
109,109,B,3,0.0473910999971849,,1600,50,baseline,shapley-20260606T021606Z-f498e230,shapley,baseline
129,129,B,4,0.0446766999993997,,1600,50,baseline,shapley-20260606T021606Z-f498e230,shapley,baseline
169,169,B,5,0.0412112999983946,,1600,50,baseline,shapley-20260606T021606Z-f498e230,shapley,baseline
49,49,B,0,0.1294544999982463,,1024,32,marginal,shapley-20260606T021631Z-d21cb083,shapley,marginal
69,69,B,1,0.0561975999989954,,1600,50,marginal,shapley-20260606T021631Z-d21cb083,shapley,marginal
89,89,B,2,0.0487155000009806,,1600,50,marginal,shapley-20260606T021631Z-d21cb083,shapley,marginal
109,109,B,3,0.0541135999992548,,1600,50,marginal,shapley-20260606T021631Z-d21cb083,shapley,marginal
129,129,B,4,0.0514311000006273,,1600,50,marginal,shapley-20260606T021631Z-d21cb083,shapley,marginal
169,169,B,5,0.0506133999988378,,1600,50,marginal,shapley-20260606T021631Z-d21cb083,shapley,marginal
49,49,B,0,0.1434558999972068,,1024,32,conditional,shapley-20260606T021656Z-0b296f9f,shapley,conditional
69,69,B,1,0.0756323999994492,,1600,50,conditional,shapley-20260606T021656Z-0b296f9f,shapley,conditional
89,89,B,2,0.0778132000014011,,1600,50,conditional,shapley-20260606T021656Z-0b296f9f,shapley,conditional
109,109,B,3,0.0733781999988423,,1600,50,conditional,shapley-20260606T021656Z-0b296f9f,shapley,conditional
129,129,B,4,0.0798022999988461,,1600,50,conditional,shapley-20260606T021656Z-0b296f9f,shapley,conditional
169,169,B,5,0.0757899000018369,,1600,50,conditional,shapley-20260606T021656Z-0b296f9f,shapley,conditional
