run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T020919Z-f01223d2,baseline,1,0.10844443943642541,0.3673365116119385,32.0
shapley-20260606T020919Z-f01223d2,baseline,2,0.11683772214746564,0.3906648159027099,78.0
shapley-20260606T020919Z-f01223d2,baseline,3,0.149687577955774,0.4546153545379638,113.0
shapley-20260606T020919Z-f01223d2,baseline,4,0.20028615171031558,0.7554771900177002,130.0
shapley-20260606T020919Z-f01223d2,baseline,5,0.25375079033256037,0.8833050727844238,148.0
shapley-20260606T020919Z-f01223d2,baseline,6,0.3161068101326236,1.1570665836334229,166.1053295135498
shapley-20260606T020943Z-2948da2f,marginal,1,0.15951825486263257,0.6391105651855469,32.0
shapley-20260606T020943Z-2948da2f,marginal,2,0.18386098771588874,0.5398941040039062,73.97382473945618
shapley-20260606T020943Z-2948da2f,marginal,3,0.22293852787697685,0.6750380992889404,112.97520315647125
shapley-20260606T020943Z-2948da2f,marginal,4,0.2872469684225507,0.7501859664916992,140.9793360233307
shapley-20260606T020943Z-2948da2f,marginal,5,0.3356399540207348,1.04636812210083,164.98346877098083
shapley-20260606T020943Z-2948da2f,marginal,6,0.4008185268030502,1.1674067974090576,181.3241866827011
shapley-20260606T021007Z-9013a712,conditional,1,0.09428925966494713,0.3373819589614868,32.0
shapley-20260606T021007Z-9013a712,conditional,2,0.09835237081279043,0.3086498975753784,75.0
shapley-20260606T021007Z-9013a712,conditional,3,0.10452297935262318,0.2815415263175964,113.0
shapley-20260606T021007Z-9013a712,conditional,4,0.10869540711428267,0.2746457457542419,141.0
shapley-20260606T021007Z-9013a712,conditional,5,0.11720753167173821,0.3098587393760681,159.0
shapley-20260606T021007Z-9013a712,conditional,6,0.1254331224772613,0.3476015329360962,171.65195512771606
