epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1511114999993879,,1024,32,baseline,shapley-20260606T020919Z-f01223d2,shapley,baseline
69,69,B,1,0.04555320000145,,1600,50,baseline,shapley-20260606T020919Z-f01223d2,shapley,baseline
89,89,B,2,0.0476740000012796,,1600,50,baseline,shapley-20260606T020919Z-f01223d2,shapley,baseline
109,109,B,3,0.0471180999993521,,1600,50,baseline,shapley-20260606T020919Z-f01223d2,shapley,baseline
129,129,B,4,0.0459346999996341,,1600,50,baseline,shapley-20260606T020919Z-f01223d2,shapley,baseline
169,169,B,5,0.053569100000459,,1600,50,baseline,shapley-20260606T020919Z-f01223d2,shapley,baseline
49,49,B,0,0.148212500000227,,1024,32,marginal,shapley-20260606T020943Z-2948da2f,shapley,marginal
69,69,B,1,0.0536109999993641,,1600,50,marginal,shapley-20260606T020943Z-2948da2f,shapley,marginal
89,89,B,2,0.0486148000018147,,1600,50,marginal,shapley-20260606T020943Z-2948da2f,shapley,marginal
109,109,B,3,0.0492935000002034,,1600,50,marginal,shapley-20260606T020943Z-2948da2f,shapley,marginal
129,129,B,4,0.0458383000004687,,1600,50,marginal,shapley-20260606T020943Z-2948da2f,shapley,marginal
169,169,B,5,0.0470788999991782,,1600,50,marginal,shapley-20260606T020943Z-2948da2f,shapley,marginal
49,49,B,0,0.150377900001331,,1024,32,conditional,shapley-20260606T021007Z-9013a712,shapley,conditional
69,69,B,1,0.0759226000009221,,1600,50,conditional,shapley-20260606T021007Z-9013a712,shapley,conditional
89,89,B,2,0.0728689999996277,,1600,50,conditional,shapley-20260606T021007Z-9013a712,shapley,conditional
109,109,B,3,0.0763764000002993,,1600,50,conditional,shapley-20260606T021007Z-9013a712,shapley,conditional
129,129,B,4,0.0780725000004167,,1600,50,conditional,shapley-20260606T021007Z-9013a712,shapley,conditional
169,169,B,5,0.0849081000014848,,1600,50,conditional,shapley-20260606T021007Z-9013a712,shapley,conditional
