run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T030226Z-f0e68073,baseline,none,0.29578315392136567,True,26,1.8807015000129468,0.2816982418298721
pix_only-20260606T030250Z-0559d94d,pix_only,none,0.29578315392136567,True,18,1.4050282000061998,0.2747512310743332
shapley-20260606T030314Z-e3afc18c,shapley,baseline,0.29578315392136567,True,27,1.942957999999635,0.2837567776441574
shapley-20260606T030338Z-9040c325,shapley,marginal,0.29578315392136567,True,22,1.6461362000045483,0.2787424474954605
shapley-20260606T030402Z-f1cdc5fc,shapley,conditional,0.29578315392136567,True,26,1.9248057999866437,0.2811074256896972
