run_id,training_type,shapley_tactic,latent_dim,started_at,ended_at,duration_sec,epochs,final_loss,final_recon,final_recon_base,final_pix_recon,final_aux_recon_base,final_kl,final_val_loss,final_val_recon,final_val_recon_base,final_val_pix_recon,final_val_aux_recon_base,final_val_kl
baseline-20260606T030226Z-f0e68073,baseline,none,8,2026-06-06T03:02:13.911427+00:00,2026-06-06T03:02:26.636360+00:00,12.7244348000022,200,1.2428333759307861,0.7519602349826268,0.7519602520125253,0.40767536418778555,0.43035610233034405,5.250382423400879,1.062836229801178,0.5994740724563599,0.5994740426540375,0.31786154210567474,0.3520156443119049,4.956124544143677
