epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12752999999975145,,1024,32,baseline
69,69,B,1,0.054502000000866246,,1600,50,baseline
89,89,B,2,0.055288400000790716,,1600,50,baseline
109,109,B,3,0.04809690000001865,,1600,50,baseline
129,129,B,4,0.047278199999709614,,1600,50,baseline
169,169,B,5,0.04629719999866211,,1600,50,baseline
