epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12534059999961755,,1024,32,baseline
69,69,B,1,0.04741700000158744,,1600,50,baseline
89,89,B,2,0.04138220000095316,,1600,50,baseline
109,109,B,3,0.04685280000194325,,1600,50,baseline
129,129,B,4,0.04868429999987711,,1600,50,baseline
169,169,B,5,0.044083799999498297,,1600,50,baseline
