feature,mean_diff,std_diff,mae,q05,q50,q95
fou_000,-0.009450494311749935,0.09464004635810852,0.07865618169307709,-0.16122373938560486,-0.002186618745326996,0.14277341961860657
fou_001,0.015564796514809132,0.1797879934310913,0.1563669592142105,-0.2559676468372345,0.004163503646850586,0.29337558150291443
fou_002,0.017935140058398247,0.13819436728954315,0.11639675498008728,-0.1920383870601654,0.0026167184114456177,0.23538392782211304
fou_003,-0.02285040356218815,0.11979027092456818,0.08949889242649078,-0.23299938440322876,-0.00833505392074585,0.15144360065460205
fou_004,0.03908233717083931,0.1580561399459839,0.13755595684051514,-0.24552573263645172,0.06702214479446411,0.2623990774154663
fou_005,-0.004020022694021463,0.09256692975759506,0.0735030546784401,-0.177419975399971,0.004074588418006897,0.12101441621780396
fou_006,0.03421242907643318,0.14747817814350128,0.1170487180352211,-0.23931345343589783,0.028610020875930786,0.289978951215744
fou_007,-0.007681005168706179,0.1275559365749359,0.11101361364126205,-0.19562385976314545,-0.022916331887245178,0.19088390469551086
fou_008,0.0003980985202360898,0.12155669182538986,0.09772086888551712,-0.22270917892456055,0.0063885897397994995,0.19386747479438782
fou_009,0.008201959542930126,0.08925552666187286,0.0740627571940422,-0.16238781809806824,0.022098585963249207,0.13066987693309784
fou_010,0.0034521459601819515,0.09019117057323456,0.07596634328365326,-0.1486572027206421,0.00972064584493637,0.1375892460346222
fou_011,0.019940178841352463,0.07965724170207977,0.0670250803232193,-0.09875419735908508,0.017855525016784668,0.1399003565311432
fou_012,-0.0027001264970749617,0.09455593675374985,0.07812302559614182,-0.16578258574008942,0.00767914205789566,0.12920759618282318
fou_013,-0.018996834754943848,0.10352467745542526,0.08368168026208878,-0.20808649063110352,-0.0027648508548736572,0.12121132016181946
fou_014,0.0036284560337662697,0.06481002271175385,0.05314597114920616,-0.10951675474643707,0.007934078574180603,0.10210244357585907
fou_015,-0.008578001521527767,0.05787304416298866,0.0462627187371254,-0.10653085261583328,-0.0036435015499591827,0.07594998925924301
fou_016,0.002428922336548567,0.06614970415830612,0.05306151881814003,-0.11219959706068039,0.00847480446100235,0.09331061691045761
fou_017,-0.008241550996899605,0.08018852025270462,0.0651080310344696,-0.15582403540611267,0.006171610206365585,0.10431449860334396
fou_018,-0.006056000012904406,0.06115097925066948,0.049473002552986145,-0.11871059983968735,-0.006223846226930618,0.08549023419618607
fou_019,0.012023082002997398,0.05160273239016533,0.04205971583724022,-0.08732708543539047,0.013824164867401123,0.08733614534139633
fou_020,-0.006133425980806351,0.05035333335399628,0.04090355709195137,-0.0946379005908966,-0.002567630261182785,0.07270225882530212
fou_021,0.000643495237454772,0.05554691702127457,0.04502129554748535,-0.09642275422811508,0.005200687795877457,0.08261524140834808
fou_022,0.001694332342594862,0.058206476271152496,0.045332327485084534,-0.10540121793746948,0.008757427334785461,0.0834396705031395
fou_023,0.0023524672724306583,0.0631927102804184,0.052368804812431335,-0.11186785995960236,0.013469479978084564,0.08910715579986572
fou_024,0.00909421406686306,0.04987170174717903,0.04124333709478378,-0.07229393720626831,0.008662045001983643,0.08700849115848541
fou_025,0.011874091811478138,0.04803057760000229,0.03874080255627632,-0.07538487017154694,0.01570812240242958,0.08485953509807587
fou_026,-0.008201513439416885,0.04748556390404701,0.03784520924091339,-0.08897282183170319,-0.003672901540994644,0.05800361558794975
fou_027,-0.017696505412459373,0.05348861962556839,0.043475307524204254,-0.11435684561729431,-0.012949630618095398,0.057189054787158966
fou_028,0.015915047377347946,0.05239458009600639,0.04544404149055481,-0.08027958869934082,0.02358272299170494,0.09224797040224075
fou_029,0.0028866573702543974,0.04687267169356346,0.037703342735767365,-0.07373009622097015,0.007510490715503693,0.07630684226751328
