epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.13673189999826718,,1024,32,marginal
69,69,B,1,0.04886899999837624,,1600,50,marginal
89,89,B,2,0.04705149999790592,,1600,50,marginal
109,109,B,3,0.05879789999744389,,1600,50,marginal
129,129,B,4,0.048098299997946015,,1600,50,marginal
169,169,B,5,0.0460958000003302,,1600,50,marginal
