epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12901740000233985,,1024,32,marginal
69,69,B,1,0.0547630000000936,,1600,50,marginal
89,89,B,2,0.05815530000108993,,1600,50,marginal
109,109,B,3,0.04704270000001998,,1600,50,marginal
129,129,B,4,0.048637300002155825,,1600,50,marginal
169,169,B,5,0.05442939999920782,,1600,50,marginal
