run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T031216Z-7c79e0f3,baseline,1,0.0998475064116064,0.487733244895935,32.0
shapley-20260606T031216Z-7c79e0f3,baseline,2,0.11720576454536054,0.3822557926177978,77.98257780075073
shapley-20260606T031216Z-7c79e0f3,baseline,3,0.1525577968859579,0.503148078918457,117.9853286743164
shapley-20260606T031216Z-7c79e0f3,baseline,4,0.23800356153515165,0.8723897933959961,145.98807954788208
shapley-20260606T031216Z-7c79e0f3,baseline,5,0.2768436894548358,0.9624783992767334,156.99174737930298
shapley-20260606T031216Z-7c79e0f3,baseline,6,0.325002491052146,1.0979418754577637,166.59397733211517
shapley-20260606T031240Z-fb4a969a,marginal,1,0.14302487939130512,0.5609748363494873,32.0
shapley-20260606T031240Z-fb4a969a,marginal,2,0.17861233802977947,0.4796431064605713,82.0
shapley-20260606T031240Z-fb4a969a,marginal,3,0.20853873080341143,0.5080163478851318,125.0
shapley-20260606T031240Z-fb4a969a,marginal,4,0.2482490563415922,0.7062969207763672,151.0
shapley-20260606T031240Z-fb4a969a,marginal,5,0.3293375658104196,0.9279992580413818,176.0
shapley-20260606T031240Z-fb4a969a,marginal,6,0.3852372823166661,0.9080402851104736,198.092711687088
shapley-20260606T031305Z-30fbd7f3,conditional,1,0.12454708121367726,0.4711503982543945,32.0
shapley-20260606T031305Z-30fbd7f3,conditional,2,0.12272928260790647,0.3288629055023193,77.0
shapley-20260606T031305Z-30fbd7f3,conditional,3,0.11576152326597362,0.3279041051864624,109.0
shapley-20260606T031305Z-30fbd7f3,conditional,4,0.120791439563618,0.3325383067131042,142.0
shapley-20260606T031305Z-30fbd7f3,conditional,5,0.1297085801779758,0.3714315891265869,161.0
shapley-20260606T031305Z-30fbd7f3,conditional,6,0.1371073116752086,0.4118000864982605,176.08846354484558
