epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1275748000007297,,1024,32,baseline,shapley-20260606T031216Z-7c79e0f3,shapley,baseline
69,69,B,1,0.0471777000020665,,1600,50,baseline,shapley-20260606T031216Z-7c79e0f3,shapley,baseline
89,89,B,2,0.0522587999985262,,1600,50,baseline,shapley-20260606T031216Z-7c79e0f3,shapley,baseline
109,109,B,3,0.0539365999975416,,1600,50,baseline,shapley-20260606T031216Z-7c79e0f3,shapley,baseline
129,129,B,4,0.0422462999995332,,1600,50,baseline,shapley-20260606T031216Z-7c79e0f3,shapley,baseline
169,169,B,5,0.0581510000010894,,1600,50,baseline,shapley-20260606T031216Z-7c79e0f3,shapley,baseline
49,49,B,0,0.1261209000003873,,1024,32,marginal,shapley-20260606T031240Z-fb4a969a,shapley,marginal
69,69,B,1,0.0538628000031167,,1600,50,marginal,shapley-20260606T031240Z-fb4a969a,shapley,marginal
89,89,B,2,0.0522416999992856,,1600,50,marginal,shapley-20260606T031240Z-fb4a969a,shapley,marginal
109,109,B,3,0.0473407999998016,,1600,50,marginal,shapley-20260606T031240Z-fb4a969a,shapley,marginal
129,129,B,4,0.0526589000000967,,1600,50,marginal,shapley-20260606T031240Z-fb4a969a,shapley,marginal
169,169,B,5,0.0511373000008461,,1600,50,marginal,shapley-20260606T031240Z-fb4a969a,shapley,marginal
49,49,B,0,0.1471234000018739,,1024,32,conditional,shapley-20260606T031305Z-30fbd7f3,shapley,conditional
69,69,B,1,0.0801618000004964,,1600,50,conditional,shapley-20260606T031305Z-30fbd7f3,shapley,conditional
89,89,B,2,0.0724642999994102,,1600,50,conditional,shapley-20260606T031305Z-30fbd7f3,shapley,conditional
109,109,B,3,0.0747063999988313,,1600,50,conditional,shapley-20260606T031305Z-30fbd7f3,shapley,conditional
129,129,B,4,0.0747818000018014,,1600,50,conditional,shapley-20260606T031305Z-30fbd7f3,shapley,conditional
169,169,B,5,0.0785735999997996,,1600,50,conditional,shapley-20260606T031305Z-30fbd7f3,shapley,conditional
