loss,recon,recon_base,pix_recon,aux_recon_base,kl,val_loss,val_recon,val_recon_base,val_pix_recon,val_aux_recon_base,val_kl,beta,aux_loss_weight,lr,logical_epoch,epoch_duration_sec,elapsed_train_sec,kl_target,kl_target_final,next_beta,kl_controller_advanced,epoch
0.9580284016472953,0.9580284016472953,0.9580284016472953,0.9580284016472953,1.0092387710298811,3.8320104107260704,0.7968613505363464,0.7968613505363464,0.7968613505363464,0.7968613505363464,1.0843336582183838,25.178107261657715,0.0,0.0,0.001,0,0.28061259999958565,0.28061259999958565,50.0,5.0,0.0,True,0
0.713963236127581,0.713963236127581,0.713963236127581,0.713963236127581,1.133632745061602,36.63152068001883,0.6418503820896149,0.6418503820896149,0.6418503820896149,0.6418503820896149,1.110476315021515,37.226139068603516,0.0,0.0,0.001,1,0.06103629999779514,0.3416488999973808,50.0,5.0,0.0,True,1
0.6159262486866542,0.6159262486866542,0.6159262486866542,0.6159262486866542,1.1149948154176985,40.61891392299107,0.5664655268192291,0.5664655268192291,0.5664655268192291,0.5664655268192291,1.1343835592269897,47.53446006774902,0.0,0.0,0.001,2,0.0616160999998101,0.4032649999971909,50.0,5.0,0.0,True,2
0.5434616804122925,0.5434616804122925,0.5434616804122925,0.5434616804122925,1.1442245926175798,50.82170595441546,0.49985234439373016,0.49985234439373016,0.49985234439373016,0.49985234439373016,1.1476486921310425,55.90005111694336,0.0,0.0,0.001,3,0.060422599999583326,0.4636875999967742,50.0,5.0,0.0,True,3
0.4725778911794935,0.4725778911794935,0.4725778911794935,0.4725778911794935,1.1668478761400496,59.47499901907785,0.4487880915403366,0.4487880915403366,0.4487880915403366,0.4487880915403366,1.1734237670898438,64.36266708374023,0.0,0.0,0.001,4,0.06402150000212714,0.5277090999989014,50.0,5.0,0.0,True,4
0.4231008929865701,0.4231008929865701,0.4231008929865701,0.4231008929865701,1.1875761917659216,65.9152227129255,0.41183537244796753,0.41183537244796753,0.41183537244796753,0.41183537244796753,1.1901408433914185,68.0670166015625,0.0,0.0,0.001,5,0.06276150000121561,0.590470600000117,50.0,5.0,0.0,True,5
0.38998609355517794,0.38998609355517794,0.38998609355517794,0.38998609355517794,1.2040045772280012,68.80787331717355,0.3845232278108597,0.3845232278108597,0.3845232278108597,0.3845232278108597,1.197745144367218,69.63394546508789,0.0,0.0,0.001,6,0.06732750000082888,0.6577981000009459,50.0,5.0,0.0,True,6
0.3660548882825034,0.3660548882825034,0.3660548882825034,0.3660548882825034,1.2107137271336146,71.11353193010602,0.365730881690979,0.365730881690979,0.365730881690979,0.365730881690979,1.208219051361084,71.64877319335938,0.0,0.0,0.001,7,0.06001789999936591,0.7178160000003118,50.0,5.0,0.0,True,7
0.3440250711781638,0.3440250711781638,0.3440250711781638,0.3440250711781638,1.2185719864709037,73.31312888009208,0.351129874587059,0.351129874587059,0.351129874587059,0.351129874587059,1.214941143989563,73.72845077514648,0.0,0.0,0.001,8,0.06143080000038026,0.779246800000692,50.0,5.0,0.0,True,8
0.33265869106565205,0.33265869106565205,0.33265869106565205,0.33265869106565205,1.2272412436349052,75.32516806466239,0.3377973437309265,0.3377973437309265,0.3377973437309265,0.3377973437309265,1.2269169092178345,76.93848037719727,0.0,0.0,0.001,9,0.062300599998707185,0.8415473999993992,50.0,5.0,0.0,True,9
