hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.3900000340072438e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.0004026999777124729,200
KLBetaSchedulerCallback.on_batch_begin,0.0023758000279485714,1400
KLBetaSchedulerCallback.on_batch_end,0.00301379992015427,1400
KLBetaSchedulerCallback.on_epoch_end,0.0027112000170745887,200
KLBetaSchedulerCallback.on_train_end,1.3999997463542968e-06,1
