epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.14712340000187396,,1024,32,conditional
69,69,B,1,0.08016180000049644,,1600,50,conditional
89,89,B,2,0.07246429999941029,,1600,50,conditional
109,109,B,3,0.07470639999883133,,1600,50,conditional
129,129,B,4,0.07478180000180146,,1600,50,conditional
169,169,B,5,0.07857359999979963,,1600,50,conditional
