epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.1482555999973556,,1024,32,conditional
69,69,B,1,0.08920569999827421,,1600,50,conditional
89,89,B,2,0.08521219999965979,,1600,50,conditional
109,109,B,3,0.0791267999993579,,1600,50,conditional
129,129,B,4,0.07417650000206777,,1600,50,conditional
169,169,B,5,0.07288010000047507,,1600,50,conditional
