run_id,shapley_tactic,phase,epoch,logical_epoch,elapsed_train_sec,shapley_value,baseline_value,metric,delta
shapley-20260606T020448Z-0f9aa28a,baseline,A,0,0,0.2575524999992922,0.9786500419889178,0.9831705008234296,train_pix_recon,-0.004520458834511798
shapley-20260606T020448Z-0f9aa28a,baseline,A,1,1,0.3185843999981443,0.7576570340565273,0.7951112048966544,train_pix_recon,-0.03745417084012714
shapley-20260606T020448Z-0f9aa28a,baseline,A,2,2,0.3798835999987204,0.6260256767272949,0.661698945931026,train_pix_recon,-0.03567326920373104
shapley-20260606T020448Z-0f9aa28a,baseline,A,3,3,0.4385029999975813,0.5327127064977374,0.5771929621696472,train_pix_recon,-0.04448025567190983
shapley-20260606T020448Z-0f9aa28a,baseline,A,4,4,0.4992649999985588,0.4767215762819562,0.5158295205661229,train_pix_recon,-0.03910794428416664
shapley-20260606T020448Z-0f9aa28a,baseline,A,5,5,0.5596678999991127,0.4375636449881962,0.4675552972725459,train_pix_recon,-0.02999165228434969
shapley-20260606T020448Z-0f9aa28a,baseline,A,6,6,0.619403799999418,0.409385655607496,0.4254539353506906,train_pix_recon,-0.01606827974319458
shapley-20260606T020448Z-0f9aa28a,baseline,A,7,7,0.6783355999996274,0.3837036362716129,0.3964169110570635,train_pix_recon,-0.01271327478545059
shapley-20260606T020448Z-0f9aa28a,baseline,A,8,8,0.7392261999993934,0.3635574834687369,0.3699499496391841,train_pix_recon,-0.0063924661704471974
shapley-20260606T020448Z-0f9aa28a,baseline,A,9,9,0.8003093999977864,0.346763721534184,0.3560269474983215,train_pix_recon,-0.009263225964137478
shapley-20260606T020448Z-0f9aa28a,baseline,A,10,10,0.8682174999976269,0.3344581850937435,0.3393710936818804,train_pix_recon,-0.004912908588136922
shapley-20260606T020448Z-0f9aa28a,baseline,A,11,11,0.9317282999982126,0.3202463899339948,0.3283717589718954,train_pix_recon,-0.00812536903790062
shapley-20260606T020448Z-0f9aa28a,baseline,A,12,12,0.990946999998414,0.3217544640813555,0.3291857029710497,train_pix_recon,-0.007431238889694214
shapley-20260606T020448Z-0f9aa28a,baseline,A,13,13,1.0549489999975776,0.3163808328764779,0.3264049419334957,train_pix_recon,-0.010024109057017783
shapley-20260606T020448Z-0f9aa28a,baseline,A,14,14,1.1178435999972862,0.3026748853070395,0.3080001516001565,train_pix_recon,-0.00532526629311697
shapley-20260606T020448Z-0f9aa28a,baseline,A,15,15,1.1776788999977723,0.2959032782486507,0.3010370859077999,train_pix_recon,-0.00513380765914917
shapley-20260606T020448Z-0f9aa28a,baseline,A,16,16,1.2387417999980244,0.2897801612104688,0.2994783435549055,train_pix_recon,-0.009698182344436701
shapley-20260606T020448Z-0f9aa28a,baseline,A,17,17,1.297111699997913,0.2938780869756426,0.3022645711898803,train_pix_recon,-0.00838648421423771
shapley-20260606T020448Z-0f9aa28a,baseline,A,18,18,1.3594625999976415,0.2834976017475128,0.2894242874213627,train_pix_recon,-0.005926685673849907
shapley-20260606T020448Z-0f9aa28a,baseline,A,19,19,1.4225694999968257,0.2764895004885537,0.2822942861488887,train_pix_recon,-0.005804785660334988
shapley-20260606T020448Z-0f9aa28a,baseline,A,20,20,1.4890575999961584,0.2746986321040562,0.278345593384334,train_pix_recon,-0.003646961280277805
shapley-20260606T020448Z-0f9aa28a,baseline,A,21,21,1.5503822999962722,0.2861814200878143,0.2770933295999254,train_pix_recon,0.009088090487888889
shapley-20260606T020448Z-0f9aa28a,baseline,A,22,22,1.6109786999950302,0.2802068889141083,0.2736686936446598,train_pix_recon,0.006538195269448488
shapley-20260606T020448Z-0f9aa28a,baseline,A,23,23,1.6705768999945576,0.2702717099870954,0.2716084590979984,train_pix_recon,-0.001336749110903035
shapley-20260606T020448Z-0f9aa28a,baseline,A,24,24,1.7293375999943237,0.2746430167130061,0.2735885679721832,train_pix_recon,0.0010544487408228886
shapley-20260606T020448Z-0f9aa28a,baseline,A,25,25,1.7940269999944576,0.2749590022223336,0.268053731748036,train_pix_recon,0.00690527047429762
shapley-20260606T020448Z-0f9aa28a,baseline,A,26,26,1.8571320999944876,0.2706444348607744,0.2721828648022243,train_pix_recon,-0.0015384299414499258
shapley-20260606T020448Z-0f9aa28a,baseline,A,27,27,1.9215541999947163,0.2675673748765673,0.2701240224497659,train_pix_recon,-0.0025566475731986227
shapley-20260606T020448Z-0f9aa28a,baseline,A,28,28,1.983664699993824,0.2663535092558179,0.2632354242461068,train_pix_recon,0.0031180850097111135
shapley-20260606T020448Z-0f9aa28a,baseline,A,29,29,2.044703399993523,0.2670196081910814,0.2690795234271458,train_pix_recon,-0.0020599152360644135
shapley-20260606T020448Z-0f9aa28a,baseline,A,30,30,2.109746099993572,0.2674723821026938,0.2665806114673614,train_pix_recon,0.0008917706353324117
shapley-20260606T020448Z-0f9aa28a,baseline,A,31,31,2.1717139999946085,0.2613216468266078,0.2613608837127685,train_pix_recon,-3.9236886160698425e-05
shapley-20260606T020448Z-0f9aa28a,baseline,A,32,32,2.240799399995012,0.2681882381439209,0.2655471520764487,train_pix_recon,0.002641086067472209
shapley-20260606T020448Z-0f9aa28a,baseline,A,33,33,2.3039100999940274,0.2627584763935634,0.2583756957735334,train_pix_recon,0.004382780620030002
shapley-20260606T020448Z-0f9aa28a,baseline,A,34,34,2.364635599993562,0.26213110770498,0.262965657881328,train_pix_recon,-0.0008345501763479812
shapley-20260606T020448Z-0f9aa28a,baseline,A,35,35,2.4256403999934264,0.2669568828174046,0.2629383674689701,train_pix_recon,0.004018515348434504
shapley-20260606T020448Z-0f9aa28a,baseline,A,36,36,2.48490889999448,0.2628874693598066,0.2603323927947453,train_pix_recon,0.0025550765650613205
shapley-20260606T020448Z-0f9aa28a,baseline,A,37,37,2.5469792999938363,0.2589115372725895,0.2686158120632171,train_pix_recon,-0.009704274790627632
shapley-20260606T020448Z-0f9aa28a,baseline,A,38,38,2.6070353999930376,0.2655523972851889,0.2646277291434152,train_pix_recon,0.0009246681417737213
shapley-20260606T020448Z-0f9aa28a,baseline,A,39,39,2.6692526999922848,0.2653783176626478,0.2686004894120352,train_pix_recon,-0.0032221717493873814
shapley-20260606T020448Z-0f9aa28a,baseline,A,40,40,2.7285207999921117,0.2677746713161468,0.2641217623438154,train_pix_recon,0.0036529089723313923
shapley-20260606T020448Z-0f9aa28a,baseline,A,41,41,2.7882279999921598,0.2682723615850721,0.2627136026109968,train_pix_recon,0.005558758974075317
shapley-20260606T020448Z-0f9aa28a,baseline,A,42,42,2.8507652999924176,0.2706069733415331,0.2673328731741224,train_pix_recon,0.0032741001674106984
shapley-20260606T020448Z-0f9aa28a,baseline,A,43,43,2.913518499994097,0.2749251552990505,0.2688457327229636,train_pix_recon,0.006079422576086901
shapley-20260606T020448Z-0f9aa28a,baseline,A,44,44,2.9755583999940427,0.2760205609457833,0.2737181101526533,train_pix_recon,0.0023024507931300175
shapley-20260606T020448Z-0f9aa28a,baseline,A,45,45,3.045751999994536,0.2734848473753248,0.2747009566852024,train_pix_recon,-0.0012161093098775888
shapley-20260606T020448Z-0f9aa28a,baseline,A,46,46,3.114891299994269,0.2743805178574153,0.2728392779827118,train_pix_recon,0.0015412398747035039
shapley-20260606T020448Z-0f9aa28a,baseline,A,47,47,3.1783630999925663,0.2737457709653036,0.2750227749347687,train_pix_recon,-0.0012770039694650626
shapley-20260606T020448Z-0f9aa28a,baseline,A,48,48,3.2389839999923424,0.2754607881818499,0.2771466502121517,train_pix_recon,-0.001685862030301799
shapley-20260606T020448Z-0f9aa28a,baseline,A,49,49,3.3005714999926568,0.2765784476484571,0.2777232612882341,train_pix_recon,-0.001144813639776976
shapley-20260606T020448Z-0f9aa28a,baseline,A,50,50,3.3632256999917445,0.2840043178626469,0.2784689835139683,train_pix_recon,0.005535334348678589
shapley-20260606T020448Z-0f9aa28a,baseline,A,51,51,3.424053599990657,0.2827845343521663,0.2822315735476358,train_pix_recon,0.000552960804530489
shapley-20260606T020448Z-0f9aa28a,baseline,A,52,52,3.484328299990011,0.2819073455674307,0.280273118189403,train_pix_recon,0.0016342273780277083
shapley-20260606T020448Z-0f9aa28a,baseline,A,53,53,3.542798299989954,0.2869478591850826,0.2798576056957245,train_pix_recon,0.0070902534893581
shapley-20260606T020448Z-0f9aa28a,baseline,A,54,54,3.604038999990735,0.2837602794170379,0.2816516331263951,train_pix_recon,0.002108646290642835
