epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1414690999990853,,1024,32,baseline,shapley-20260606T020448Z-0f9aa28a,shapley,baseline
69,69,B,1,0.0591832999998587,,1600,50,baseline,shapley-20260606T020448Z-0f9aa28a,shapley,baseline
89,89,B,2,0.0436561999995319,,1600,50,baseline,shapley-20260606T020448Z-0f9aa28a,shapley,baseline
109,109,B,3,0.0444463000003452,,1600,50,baseline,shapley-20260606T020448Z-0f9aa28a,shapley,baseline
129,129,B,4,0.0437548000008973,,1600,50,baseline,shapley-20260606T020448Z-0f9aa28a,shapley,baseline
169,169,B,5,0.0491953999990073,,1600,50,baseline,shapley-20260606T020448Z-0f9aa28a,shapley,baseline
49,49,B,0,0.1296034999995754,,1024,32,marginal,shapley-20260606T020512Z-dd871c85,shapley,marginal
69,69,B,1,0.0476802999983192,,1600,50,marginal,shapley-20260606T020512Z-dd871c85,shapley,marginal
89,89,B,2,0.0473903000001882,,1600,50,marginal,shapley-20260606T020512Z-dd871c85,shapley,marginal
109,109,B,3,0.0455744999999296,,1600,50,marginal,shapley-20260606T020512Z-dd871c85,shapley,marginal
129,129,B,4,0.0460628000000724,,1600,50,marginal,shapley-20260606T020512Z-dd871c85,shapley,marginal
169,169,B,5,0.0465636999997514,,1600,50,marginal,shapley-20260606T020512Z-dd871c85,shapley,marginal
49,49,B,0,0.1514446999990468,,1024,32,conditional,shapley-20260606T020537Z-8cdc8253,shapley,conditional
69,69,B,1,0.0884040000000823,,1600,50,conditional,shapley-20260606T020537Z-8cdc8253,shapley,conditional
89,89,B,2,0.0737581000012141,,1600,50,conditional,shapley-20260606T020537Z-8cdc8253,shapley,conditional
109,109,B,3,0.075796099999934,,1600,50,conditional,shapley-20260606T020537Z-8cdc8253,shapley,conditional
129,129,B,4,0.0771365000000514,,1600,50,conditional,shapley-20260606T020537Z-8cdc8253,shapley,conditional
169,169,B,5,0.0863293999991583,,1600,50,conditional,shapley-20260606T020537Z-8cdc8253,shapley,conditional
