run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T020448Z-0f9aa28a,baseline,1,0.11876931136066556,0.3638770580291748,32.0
shapley-20260606T020448Z-0f9aa28a,baseline,2,0.1259729526209412,0.3684689998626709,82.0
shapley-20260606T020448Z-0f9aa28a,baseline,3,0.17847757016716057,0.6038241386413574,119.0
shapley-20260606T020448Z-0f9aa28a,baseline,4,0.24880568763182961,1.0128295421600342,138.0
shapley-20260606T020448Z-0f9aa28a,baseline,5,0.3092345074837794,1.159306526184082,157.0
shapley-20260606T020448Z-0f9aa28a,baseline,6,0.34657266178692225,1.2138400077819824,175.338130235672
shapley-20260606T020512Z-dd871c85,marginal,1,0.16044370637973768,0.4466249942779541,32.0
shapley-20260606T020512Z-dd871c85,marginal,2,0.1839505619718693,0.4523873329162597,77.0
shapley-20260606T020512Z-dd871c85,marginal,3,0.22890418866882098,0.540283203125,117.0
shapley-20260606T020512Z-dd871c85,marginal,4,0.26843791286228225,0.6816160678863525,150.0
shapley-20260606T020512Z-dd871c85,marginal,5,0.34001738188089803,0.9854717254638672,168.0
shapley-20260606T020512Z-dd871c85,marginal,6,0.40912750066490844,1.193584680557251,183.9135913848877
shapley-20260606T020537Z-8cdc8253,conditional,1,0.1110252674479852,0.3617653250694275,32.0
shapley-20260606T020537Z-8cdc8253,conditional,2,0.11912102999121996,0.3562842309474945,82.0
shapley-20260606T020537Z-8cdc8253,conditional,3,0.12525890625329333,0.3562842309474945,122.0
shapley-20260606T020537Z-8cdc8253,conditional,4,0.1217059156078903,0.3489430546760559,149.0
shapley-20260606T020537Z-8cdc8253,conditional,5,0.12182844116250631,0.3393480777740478,167.0
shapley-20260606T020537Z-8cdc8253,conditional,6,0.12285710170181115,0.3174154162406921,177.36047554016113
