epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1214786000055028,,1024,32,baseline,shapley-20260606T164309Z-87dbe1e8,shapley,baseline
69,69,B,1,0.0485233000072184,,1600,50,baseline,shapley-20260606T164309Z-87dbe1e8,shapley,baseline
89,89,B,2,0.0588325999997323,,1600,50,baseline,shapley-20260606T164309Z-87dbe1e8,shapley,baseline
109,109,B,3,0.0424248999916017,,1600,50,baseline,shapley-20260606T164309Z-87dbe1e8,shapley,baseline
129,129,B,4,0.0429685999988578,,1600,50,baseline,shapley-20260606T164309Z-87dbe1e8,shapley,baseline
169,169,B,5,0.0361083000025246,,1600,50,baseline,shapley-20260606T164309Z-87dbe1e8,shapley,baseline
49,49,B,0,0.1516599000024143,,1024,32,marginal,shapley-20260606T164334Z-52ab9aa4,shapley,marginal
69,69,B,1,0.0524620000069262,,1600,50,marginal,shapley-20260606T164334Z-52ab9aa4,shapley,marginal
89,89,B,2,0.0586370000091847,,1600,50,marginal,shapley-20260606T164334Z-52ab9aa4,shapley,marginal
109,109,B,3,0.0477116999973077,,1600,50,marginal,shapley-20260606T164334Z-52ab9aa4,shapley,marginal
129,129,B,4,0.1184216999972704,,1600,50,marginal,shapley-20260606T164334Z-52ab9aa4,shapley,marginal
169,169,B,5,0.0516035000036936,,1600,50,marginal,shapley-20260606T164334Z-52ab9aa4,shapley,marginal
49,49,B,0,0.154350600001635,,1024,32,conditional,shapley-20260606T164359Z-febbc5df,shapley,conditional
69,69,B,1,0.0833682000084081,,1600,50,conditional,shapley-20260606T164359Z-febbc5df,shapley,conditional
89,89,B,2,0.0745480000041425,,1600,50,conditional,shapley-20260606T164359Z-febbc5df,shapley,conditional
109,109,B,3,0.0725077999959467,,1600,50,conditional,shapley-20260606T164359Z-febbc5df,shapley,conditional
129,129,B,4,0.0789816999895265,,1600,50,conditional,shapley-20260606T164359Z-febbc5df,shapley,conditional
169,169,B,5,0.0758715999982087,,1600,50,conditional,shapley-20260606T164359Z-febbc5df,shapley,conditional
