run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T021133Z-b813eaaf,baseline,1,0.07594973909726828,0.2194081544876098,32.0
shapley-20260606T021133Z-b813eaaf,baseline,2,0.09556143081863407,0.274721622467041,82.0
shapley-20260606T021133Z-b813eaaf,baseline,3,0.13027007190248693,0.4074594974517822,124.0
shapley-20260606T021133Z-b813eaaf,baseline,4,0.22847049045230955,0.9346213340759276,149.0
shapley-20260606T021133Z-b813eaaf,baseline,5,0.2604050180088961,1.042393684387207,162.0
shapley-20260606T021133Z-b813eaaf,baseline,6,0.3241059481952106,1.385609149932861,179.71155905723572
shapley-20260606T021158Z-cfd9af2c,marginal,1,0.1415485050238203,0.6346359252929688,32.0
shapley-20260606T021158Z-cfd9af2c,marginal,2,0.15361143148038534,0.5187077522277832,77.0
shapley-20260606T021158Z-cfd9af2c,marginal,3,0.1665204233722761,0.5118517875671387,117.0
shapley-20260606T021158Z-cfd9af2c,marginal,4,0.2262330585508607,0.6164727210998535,144.0
shapley-20260606T021158Z-cfd9af2c,marginal,5,0.3028291180962696,1.1466295719146729,168.0
shapley-20260606T021158Z-cfd9af2c,marginal,6,0.36675366439158097,1.189943552017212,182.59228086471558
shapley-20260606T021222Z-ff3a2d3c,conditional,1,0.09845930257324648,0.4174097180366516,32.0
shapley-20260606T021222Z-ff3a2d3c,conditional,2,0.10104319386482526,0.4174097180366516,82.0
shapley-20260606T021222Z-ff3a2d3c,conditional,3,0.1022891955235536,0.2648065686225891,123.0
shapley-20260606T021222Z-ff3a2d3c,conditional,4,0.10690365437221767,0.3018372058868408,156.0
shapley-20260606T021222Z-ff3a2d3c,conditional,5,0.11158506347601356,0.3010975122451782,174.0
shapley-20260606T021222Z-ff3a2d3c,conditional,6,0.11991935115111114,0.3255231380462646,185.20264720916748
