epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy,run_id,training_type,shapley_tactic
49,0,1,fou,76,0.1247008666396141,0.0807554274797439,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
49,0,1,fac,216,0.936823308467865,0.6066803932189941,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
49,0,1,kar,64,0.2034803479909896,0.1317724883556366,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
49,0,1,zer,47,0.1765444725751876,0.114328995347023,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
49,0,1,mor,6,0.1026304140686988,0.066462755203247,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
69,1,2,fou,76,0.1180607974529266,0.0744757577776908,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
69,1,2,fac,216,0.9842059016227722,0.6208621263504028,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
69,1,2,kar,64,0.2096247375011444,0.1322366297245025,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
69,1,2,zer,47,0.1694235056638717,0.1068766638636589,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
69,1,2,mor,6,0.1039096489548683,0.0655488520860672,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
89,2,3,fou,76,0.1222363263368606,0.0724535509943962,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
89,2,3,fac,216,1.060792326927185,0.6287670135498047,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
89,2,3,kar,64,0.244985431432724,0.1452110409736633,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
89,2,3,zer,47,0.1475288569927215,0.0874452739953994,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
89,2,3,mor,6,0.111556239426136,0.0661231055855751,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
109,3,4,fou,76,0.1567448079586029,0.0792581439018249,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
109,3,4,fac,216,1.1827905178070068,0.5980789661407471,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
109,3,4,kar,64,0.3026423156261444,0.1530313342809677,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
109,3,4,zer,47,0.2242442816495895,0.1133893057703971,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
109,3,4,mor,6,0.1112273558974266,0.0562422052025795,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
129,4,5,fou,76,0.1508774608373642,0.0732171311974525,positive_share,shapley-20260606T031001Z-1167ef3e,shapley,baseline
