epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12865659999806667,,1024,32,baseline
69,69,B,1,0.05242469999939203,,1600,50,baseline
89,89,B,2,0.04458900000099675,,1600,50,baseline
109,109,B,3,0.04446520000055898,,1600,50,baseline
129,129,B,4,0.04401430000143591,,1600,50,baseline
169,169,B,5,0.043646300000546034,,1600,50,baseline
