epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.1331804999972519,,1024,32,baseline
69,69,B,1,0.06064140000307816,,1600,50,baseline
89,89,B,2,0.045787399998516776,,1600,50,baseline
109,109,B,3,0.04442230000131531,,1600,50,baseline
129,129,B,4,0.04641279999850667,,1600,50,baseline
169,169,B,5,0.05012859999987995,,1600,50,baseline
