run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T022508Z-85e2d10c,baseline,1,0.08710988513485059,0.2269080877304077,32.0
shapley-20260606T022508Z-85e2d10c,baseline,2,0.10873620637721611,0.2986944913864136,82.0
shapley-20260606T022508Z-85e2d10c,baseline,3,0.1417341337437392,0.4542241096496582,120.0
shapley-20260606T022508Z-85e2d10c,baseline,4,0.19733201876806558,0.8849773406982422,144.0
shapley-20260606T022508Z-85e2d10c,baseline,5,0.24404144860454832,1.0847830772399902,160.0
shapley-20260606T022508Z-85e2d10c,baseline,6,0.2979865054949187,1.211634397506714,169.98973321914673
shapley-20260606T022533Z-b20db92a,marginal,1,0.122914433828555,0.333842396736145,32.0
shapley-20260606T022533Z-b20db92a,marginal,2,0.17005948454607275,0.5578031539916992,80.91728627681732
shapley-20260606T022533Z-b20db92a,marginal,3,0.2051187502511311,0.5982508659362793,118.91728520393372
shapley-20260606T022533Z-b20db92a,marginal,4,0.2681300527474377,0.7317774295806885,149.9316703081131
shapley-20260606T022533Z-b20db92a,marginal,5,0.3618013621598947,1.0092496871948242,166.93886280059814
shapley-20260606T022533Z-b20db92a,marginal,6,0.46074055423378013,1.264704942703247,186.82843446731567
shapley-20260606T022557Z-3b642cf0,conditional,1,0.10002795687250905,0.3924292922019958,32.0
shapley-20260606T022557Z-3b642cf0,conditional,2,0.09579442422909774,0.2525231838226318,82.0
shapley-20260606T022557Z-3b642cf0,conditional,3,0.10533618646513782,0.2888134717941284,115.0
shapley-20260606T022557Z-3b642cf0,conditional,4,0.11855037421992161,0.2981656789779663,137.0
shapley-20260606T022557Z-3b642cf0,conditional,5,0.12479189638816021,0.3751220703125,158.0
shapley-20260606T022557Z-3b642cf0,conditional,6,0.1326492970501931,0.3979731202125549,181.11374711990356
