epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1346067000013135,,1024,32,baseline,shapley-20260606T021349Z-3d988634,shapley,baseline
69,69,B,1,0.0452623999990464,,1600,50,baseline,shapley-20260606T021349Z-3d988634,shapley,baseline
89,89,B,2,0.0639984000008553,,1600,50,baseline,shapley-20260606T021349Z-3d988634,shapley,baseline
109,109,B,3,0.0479693999986921,,1600,50,baseline,shapley-20260606T021349Z-3d988634,shapley,baseline
129,129,B,4,0.0561338000006799,,1600,50,baseline,shapley-20260606T021349Z-3d988634,shapley,baseline
169,169,B,5,0.0474183000005723,,1600,50,baseline,shapley-20260606T021349Z-3d988634,shapley,baseline
49,49,B,0,0.1274372000007133,,1024,32,marginal,shapley-20260606T021413Z-ab25eab8,shapley,marginal
69,69,B,1,0.0545072999993863,,1600,50,marginal,shapley-20260606T021413Z-ab25eab8,shapley,marginal
89,89,B,2,0.0501933000014105,,1600,50,marginal,shapley-20260606T021413Z-ab25eab8,shapley,marginal
109,109,B,3,0.0454553999989002,,1600,50,marginal,shapley-20260606T021413Z-ab25eab8,shapley,marginal
129,129,B,4,0.0522692999984428,,1600,50,marginal,shapley-20260606T021413Z-ab25eab8,shapley,marginal
169,169,B,5,0.0460386999984621,,1600,50,marginal,shapley-20260606T021413Z-ab25eab8,shapley,marginal
49,49,B,0,0.1454793000011705,,1024,32,conditional,shapley-20260606T021438Z-e8dc6a9c,shapley,conditional
69,69,B,1,0.0825893000001087,,1600,50,conditional,shapley-20260606T021438Z-e8dc6a9c,shapley,conditional
89,89,B,2,0.0787668000011763,,1600,50,conditional,shapley-20260606T021438Z-e8dc6a9c,shapley,conditional
109,109,B,3,0.0774950999984867,,1600,50,conditional,shapley-20260606T021438Z-e8dc6a9c,shapley,conditional
129,129,B,4,0.0829062000011617,,1600,50,conditional,shapley-20260606T021438Z-e8dc6a9c,shapley,conditional
169,169,B,5,0.0798327999982575,,1600,50,conditional,shapley-20260606T021438Z-e8dc6a9c,shapley,conditional
