epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1341759000024467,,1024,32,baseline,shapley-20260606T032116Z-d77a7a1c,shapley,baseline
69,69,B,1,0.0543524999993678,,1600,50,baseline,shapley-20260606T032116Z-d77a7a1c,shapley,baseline
89,89,B,2,0.0453983000006701,,1600,50,baseline,shapley-20260606T032116Z-d77a7a1c,shapley,baseline
109,109,B,3,0.0414292999994359,,1600,50,baseline,shapley-20260606T032116Z-d77a7a1c,shapley,baseline
129,129,B,4,0.04521670000031,,1600,50,baseline,shapley-20260606T032116Z-d77a7a1c,shapley,baseline
169,169,B,5,0.0418472999990626,,1600,50,baseline,shapley-20260606T032116Z-d77a7a1c,shapley,baseline
49,49,B,0,0.1305679000033706,,1024,32,marginal,shapley-20260606T032141Z-56697dcf,shapley,marginal
69,69,B,1,0.0580301000009058,,1600,50,marginal,shapley-20260606T032141Z-56697dcf,shapley,marginal
89,89,B,2,0.0478301000002829,,1600,50,marginal,shapley-20260606T032141Z-56697dcf,shapley,marginal
109,109,B,3,0.048899600002187,,1600,50,marginal,shapley-20260606T032141Z-56697dcf,shapley,marginal
129,129,B,4,0.0560378000009222,,1600,50,marginal,shapley-20260606T032141Z-56697dcf,shapley,marginal
169,169,B,5,0.0497608000005129,,1600,50,marginal,shapley-20260606T032141Z-56697dcf,shapley,marginal
49,49,B,0,0.1465991999975813,,1024,32,conditional,shapley-20260606T032205Z-2e4b89ef,shapley,conditional
69,69,B,1,0.0815098999992187,,1600,50,conditional,shapley-20260606T032205Z-2e4b89ef,shapley,conditional
89,89,B,2,0.0804907999990973,,1600,50,conditional,shapley-20260606T032205Z-2e4b89ef,shapley,conditional
109,109,B,3,0.0764076000014029,,1600,50,conditional,shapley-20260606T032205Z-2e4b89ef,shapley,conditional
129,129,B,4,0.0746559999970486,,1600,50,conditional,shapley-20260606T032205Z-2e4b89ef,shapley,conditional
169,169,B,5,0.0780749999976251,,1600,50,conditional,shapley-20260606T032205Z-2e4b89ef,shapley,conditional
