feature,mean_diff,std_diff,mae,q05,q50,q95
fou_000,-0.0003187713155057281,0.04706474021077156,0.0355512909591198,-0.06929907947778702,-0.001568906009197235,0.07862257212400436
fou_001,-0.0036011962220072746,0.06673724204301834,0.050987061113119125,-0.1089569628238678,-0.004262611269950867,0.10858429223299026
fou_002,0.0005176548147574067,0.07537669688463211,0.05786912143230438,-0.110646091401577,-0.0028985589742660522,0.13424208760261536
fou_003,-0.006256642751395702,0.08811528980731964,0.06488527357578278,-0.13747066259384155,-0.005518652498722076,0.13484938442707062
fou_004,0.0009226763504557312,0.08086448162794113,0.061205167323350906,-0.12255842983722687,0.0038782060146331787,0.12150823324918747
fou_005,-0.004843944683670998,0.05354470759630203,0.039475906640291214,-0.08808276802301407,-0.005394358187913895,0.07184899598360062
fou_006,-0.0005153324455022812,0.06536995619535446,0.048838578164577484,-0.10537664592266083,-0.0023813843727111816,0.11180771142244339
fou_007,0.01190660335123539,0.07061311602592468,0.05472583696246147,-0.09282512217760086,0.006491653621196747,0.1458856612443924
fou_008,-0.00173380714841187,0.07987281680107117,0.06102524325251579,-0.1344228982925415,0.0011383742094039917,0.1295757293701172
fou_009,-0.00012785814760718495,0.05784585699439049,0.04594516381621361,-0.09362481534481049,0.0033546462655067444,0.08690863847732544
fou_010,-0.0020347260870039463,0.06217864155769348,0.04903092235326767,-0.11053711920976639,-0.001981988549232483,0.10340135544538498
fou_011,-0.001763949985615909,0.0596688836812973,0.04770706966519356,-0.09672830253839493,0.00018994510173797607,0.0978073924779892
fou_012,-0.0013684907462447882,0.06407347321510315,0.05099416896700859,-0.10744719207286835,0.00156334787607193,0.10411635786294937
fou_013,-0.0011972280917689204,0.06427379697561264,0.05187007784843445,-0.09786070138216019,-0.001034751534461975,0.10735973715782166
fou_014,0.001229524496011436,0.05273330584168434,0.04201070964336395,-0.09416546672582626,-0.0009896308183670044,0.08657414466142654
fou_015,-0.00018887266924139112,0.05041778087615967,0.03889120742678642,-0.08279761672019958,0.0013352558016777039,0.07900245487689972
fou_016,-0.0050945705734193325,0.05567346140742302,0.044970784336328506,-0.10246171057224274,-0.0025443360209465027,0.07874847948551178
fou_017,0.0007217608508653939,0.058940377086400986,0.0463552325963974,-0.09755972772836685,0.002005193382501602,0.0970177873969078
fou_018,-0.00523996539413929,0.05530357360839844,0.04397230222821236,-0.09461620450019836,-0.003862924873828888,0.08193881064653397
fou_019,0.0010738703422248363,0.048832572996616364,0.03797423839569092,-0.09297679364681244,0.0023265331983566284,0.07700510323047638
fou_020,-0.003113078186288476,0.04467327520251274,0.035669680684804916,-0.0765584409236908,0.0009870752692222595,0.0712074339389801
fou_021,0.00020760878396686167,0.049389928579330444,0.039353981614112854,-0.07813087105751038,-0.0004483349621295929,0.07412192225456238
fou_022,-0.0012084634508937597,0.04749829322099686,0.03747360780835152,-0.08799006789922714,0.0015458762645721436,0.07189595699310303
fou_023,-0.0034598782658576965,0.05111845210194588,0.040248945355415344,-0.09275268763303757,-0.002223886549472809,0.07517573237419128
fou_024,0.0014948527095839381,0.04401671141386032,0.03551442548632622,-0.0692775547504425,-0.0004418306052684784,0.07410984486341476
fou_025,0.0005675029242411256,0.04525575041770935,0.03489399701356888,-0.07157174497842789,-0.00043712928891181946,0.07029123604297638
fou_026,-0.00033967941999435425,0.044277090579271317,0.03489898145198822,-0.08361940830945969,0.0024328194558620453,0.06499426066875458
fou_027,0.0005687505472451448,0.04659340903162956,0.03758417069911957,-0.08060714602470398,0.005708139389753342,0.07101689279079437
fou_028,-0.002191440435126424,0.04636602848768234,0.03603177145123482,-0.08692846447229385,0.0012844912707805634,0.06828448176383972
fou_029,0.002395797288045287,0.04259942099452019,0.033991117030382156,-0.06946443021297455,0.0030895695090293884,0.06684786826372147
fou_030,-0.0035794973373413086,0.041232965886592865,0.0331873781979084,-0.06837980449199677,-0.006772475317120552,0.06421971321105957
fou_031,-0.002749674953520298,0.04120820388197899,0.03289202228188515,-0.07406368851661682,-0.0008164010941982269,0.05632726848125458
fou_032,0.0020604366436600685,0.04301564767956734,0.033435821533203125,-0.07729760557413101,0.003630341961979866,0.06728187948465347
fou_033,-0.0002124751335941255,0.0408339649438858,0.03245748206973076,-0.0711846649646759,0.0037570446729660034,0.059431422501802444
fou_034,-0.001890199026092887,0.039091918617486954,0.03133244067430496,-0.06645634770393372,-0.004612594842910767,0.06381615251302719
fou_035,0.0010350674856454134,0.04046183079481125,0.03237830102443695,-0.06768173724412918,0.002272993326187134,0.06560031324625015
fou_036,0.001868783961981535,0.03921227902173996,0.031742628663778305,-0.05817949026823044,0.003976300358772278,0.06638310849666595
fou_037,-0.0025758573319762945,0.03767522796988487,0.029016023501753807,-0.0693366527557373,0.00019765272736549377,0.050484549254179
fou_038,-0.0027099549770355225,0.0396709069609642,0.03132735565304756,-0.07338359951972961,0.002341264858841896,0.05632137507200241
fou_039,-3.152012868667953e-05,0.039048489183187485,0.03165524825453758,-0.06484854966402054,-0.0022381115704774857,0.06200490891933441
fou_040,-0.0007215870427899063,0.03822453320026398,0.03013773262500763,-0.06585229188203812,0.002138383686542511,0.05545559525489807
fou_041,0.0016337609849870205,0.0343613363802433,0.026874275878071785,-0.05677782744169235,0.004369065165519714,0.05091870203614235
fou_042,0.0005165204638615251,0.03634316846728325,0.028954077512025833,-0.0651489794254303,0.0028235968202352524,0.0592733658850193
fou_043,-0.004865572322160006,0.03683384135365486,0.0290620606392622,-0.07268932461738586,-0.0016012843698263168,0.0457632839679718
fou_044,-0.0030768048018217087,0.03970778360962868,0.03278672322630882,-0.07165307551622391,-0.0031121447682380676,0.05759935826063156
fou_045,-0.0004327847855165601,0.03578919544816017,0.02839769795536995,-0.06611612439155579,0.0027955137193202972,0.053807925432920456
fou_046,0.0018103579059243202,0.03397256135940552,0.027316220104694366,-0.05615030229091644,0.004301359876990318,0.05385362356901169
fou_047,0.0029375648591667414,0.03522620350122452,0.02812071330845356,-0.06446961313486099,0.007816998288035393,0.05537499114871025
