feature,mean_diff,std_diff,mae,q05,q50,q95
fou_000,-0.00011319190525682643,0.047371089458465576,0.036079682409763336,-0.06940358877182007,-0.002299882471561432,0.08041499555110931
fou_001,0.0012483092723414302,0.06828088313341141,0.050324831157922745,-0.10908058285713196,-0.0026221349835395813,0.10888828337192535
fou_002,0.00047589439782314,0.07585133612155914,0.05831138789653778,-0.11376206576824188,-0.004140548408031464,0.13915345072746277
fou_003,-0.0018234163289889693,0.08895618468523026,0.06577353179454803,-0.13924472033977509,0.001271948218345642,0.14143864810466766
fou_004,0.0046972716227173805,0.0751805528998375,0.05763250216841698,-0.11889185011386871,0.005980581045150757,0.11719509959220886
fou_005,-0.0029419439379125834,0.053288526833057404,0.0388137549161911,-0.08581458777189255,-0.0017930865287780762,0.0748378336429596
fou_006,0.003177432809025049,0.06739158183336258,0.05003588646650314,-0.10541728883981705,0.0045242756605148315,0.11165324598550797
fou_007,0.007125477772206068,0.07178141176700592,0.05511397495865822,-0.09521465003490448,0.002996474504470825,0.14001616835594177
fou_008,-0.0015345982974395156,0.0819811075925827,0.06242603436112404,-0.13360852003097534,-0.0006091371178627014,0.1328992247581482
fou_009,0.0018750920426100492,0.056503504514694214,0.0450991690158844,-0.09200765192508698,0.0019162148237228394,0.08053815364837646
fou_010,-0.0025240376126021147,0.0618903711438179,0.048108067363500595,-0.10640203952789307,-0.0030669718980789185,0.10601574182510376
fou_011,0.00024238601326942444,0.058204639703035355,0.04658159613609314,-0.09036833792924881,-0.0009748563170433044,0.09670590609312057
fou_012,0.00020362675422802567,0.06456703692674637,0.051376476883888245,-0.10417567193508148,0.0002811253070831299,0.10537465661764145
fou_013,0.0028439864981919527,0.06207318603992462,0.050069283694028854,-0.09964470565319061,0.0008394941687583923,0.11102286726236343
fou_014,0.0023335935547947884,0.052343543618917465,0.040974825620651245,-0.08651433885097504,0.003463108092546463,0.08957285434007645
fou_015,-0.0013137125642970204,0.050678811967372894,0.03910350427031517,-0.07974135130643845,0.0007015243172645569,0.08205869048833847
fou_016,-0.0040413388051092625,0.05443621426820755,0.04412531852722168,-0.10044758021831512,-0.002960469573736191,0.07624439150094986
fou_017,-0.00042263700743205845,0.05962928757071495,0.04674842953681946,-0.10064738243818283,-0.0006658807396888733,0.09838854521512985
fou_018,-0.0026432769373059273,0.05536438897252083,0.04402508586645126,-0.08664561063051224,-0.002709314227104187,0.08767244964838028
fou_019,0.0011075810762122273,0.04792775586247444,0.037347570061683655,-0.08807316422462463,0.001032169908285141,0.07450719177722931
fou_020,-0.0023440083023160696,0.044551197439432144,0.03564886748790741,-0.07601973414421082,0.00010940060019493103,0.06874321401119232
fou_021,0.0014841975644230843,0.048811815679073334,0.0388047993183136,-0.07608696073293686,0.00026532262563705444,0.07387642562389374
fou_022,-0.0014023707481101155,0.047067444771528244,0.03687504306435585,-0.08778898417949677,0.0012524314224720001,0.07181571424007416
fou_023,-0.0016269759507849813,0.049884457141160965,0.03948424756526947,-0.08332464098930359,-0.0006921961903572083,0.07608110457658768
fou_024,0.002337423153221607,0.04383651912212372,0.03544251248240471,-0.06725022196769714,0.0005166679620742798,0.07276874780654907
fou_025,0.0004564847331494093,0.04541931673884392,0.03499574586749077,-0.0692288726568222,-0.000285835936665535,0.06896587461233139
fou_026,0.00013456209853757173,0.043896615505218506,0.03473448380827904,-0.0823717713356018,0.0032524801790714264,0.06486192345619202
