epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1547384000004967,,1024,32,baseline,shapley-20260606T023629Z-5c97caf9,shapley,baseline
69,69,B,1,0.0480196000025898,,1600,50,baseline,shapley-20260606T023629Z-5c97caf9,shapley,baseline
89,89,B,2,0.0435115000000223,,1600,50,baseline,shapley-20260606T023629Z-5c97caf9,shapley,baseline
109,109,B,3,0.0451381000020774,,1600,50,baseline,shapley-20260606T023629Z-5c97caf9,shapley,baseline
129,129,B,4,0.0464178999973228,,1600,50,baseline,shapley-20260606T023629Z-5c97caf9,shapley,baseline
169,169,B,5,0.051826400002028,,1600,50,baseline,shapley-20260606T023629Z-5c97caf9,shapley,baseline
49,49,B,0,0.1312805999987176,,1024,32,marginal,shapley-20260606T023653Z-efad36cc,shapley,marginal
69,69,B,1,0.0492881000027409,,1600,50,marginal,shapley-20260606T023653Z-efad36cc,shapley,marginal
89,89,B,2,0.0451416000032622,,1600,50,marginal,shapley-20260606T023653Z-efad36cc,shapley,marginal
109,109,B,3,0.0508620999971753,,1600,50,marginal,shapley-20260606T023653Z-efad36cc,shapley,marginal
129,129,B,4,0.0500100000026577,,1600,50,marginal,shapley-20260606T023653Z-efad36cc,shapley,marginal
169,169,B,5,0.0491152999966288,,1600,50,marginal,shapley-20260606T023653Z-efad36cc,shapley,marginal
49,49,B,0,0.147442299999966,,1024,32,conditional,shapley-20260606T023718Z-2791f9f0,shapley,conditional
69,69,B,1,0.092971199999738,,1600,50,conditional,shapley-20260606T023718Z-2791f9f0,shapley,conditional
89,89,B,2,0.0753470999989076,,1600,50,conditional,shapley-20260606T023718Z-2791f9f0,shapley,conditional
109,109,B,3,0.0935605999984545,,1600,50,conditional,shapley-20260606T023718Z-2791f9f0,shapley,conditional
129,129,B,4,0.0776507000009587,,1600,50,conditional,shapley-20260606T023718Z-2791f9f0,shapley,conditional
169,169,B,5,0.0797300999984145,,1600,50,conditional,shapley-20260606T023718Z-2791f9f0,shapley,conditional
