run_id,shapley_tactic,phase,epoch,logical_epoch,elapsed_train_sec,shapley_value,baseline_value,metric,delta
shapley-20260606T023629Z-5c97caf9,baseline,A,0,0,0.247396499999013,0.966603091784886,0.9798209411757332,train_pix_recon,-0.013217849390847136
shapley-20260606T023629Z-5c97caf9,baseline,A,1,1,0.3108326999972632,0.758395756993975,0.7604226980890546,train_pix_recon,-0.002026941095079615
shapley-20260606T023629Z-5c97caf9,baseline,A,2,2,0.3707866999975522,0.6163031544004168,0.6480396475110736,train_pix_recon,-0.03173649311065674
shapley-20260606T023629Z-5c97caf9,baseline,A,3,3,0.4320546999988437,0.5476659451212201,0.563542366027832,train_pix_recon,-0.0158764209066119
shapley-20260606T023629Z-5c97caf9,baseline,A,4,4,0.4963145000001532,0.4979851841926574,0.4980896157877786,train_pix_recon,-0.00010443159512119049
shapley-20260606T023629Z-5c97caf9,baseline,A,5,5,0.556517699998949,0.464288409267153,0.4549083113670349,train_pix_recon,0.009380097900118067
shapley-20260606T023629Z-5c97caf9,baseline,A,6,6,0.6180051999981515,0.4274611345359257,0.4219466958727155,train_pix_recon,0.005514438663210219
shapley-20260606T023629Z-5c97caf9,baseline,A,7,7,0.6819723000007798,0.3993186312062399,0.3982238301209041,train_pix_recon,0.0010948010853357726
shapley-20260606T023629Z-5c97caf9,baseline,A,8,8,0.7470582999994804,0.3772019488470895,0.378295110804694,train_pix_recon,-0.0010931619576045049
shapley-20260606T023629Z-5c97caf9,baseline,A,9,9,0.8093349999981001,0.3608849857534681,0.3580975575106485,train_pix_recon,0.002787428242819634
shapley-20260606T023629Z-5c97caf9,baseline,A,10,10,0.8706450999961817,0.3488943151065281,0.3402292515550341,train_pix_recon,0.00866506355149399
shapley-20260606T023629Z-5c97caf9,baseline,A,11,11,0.9357249999957276,0.338997666324888,0.329741426876613,train_pix_recon,0.009256239448274972
shapley-20260606T023629Z-5c97caf9,baseline,A,12,12,1.0008267999946838,0.3371781749384744,0.3280031638486044,train_pix_recon,0.009175011089870011
shapley-20260606T023629Z-5c97caf9,baseline,A,13,13,1.0645643999960157,0.3321953884192875,0.3212603543485914,train_pix_recon,0.01093503407069607
shapley-20260606T023629Z-5c97caf9,baseline,A,14,14,1.1271779999951832,0.3158605311598096,0.304589820759637,train_pix_recon,0.011270710400172634
shapley-20260606T023629Z-5c97caf9,baseline,A,15,15,1.1888600999955088,0.3074231318065098,0.3015246731894357,train_pix_recon,0.005898458617074109
shapley-20260606T023629Z-5c97caf9,baseline,A,16,16,1.2528518999934022,0.3021046774727957,0.2950157054833003,train_pix_recon,0.007088971989495374
shapley-20260606T023629Z-5c97caf9,baseline,A,17,17,1.320228099993983,0.3019546100071498,0.2960691750049591,train_pix_recon,0.0058854350021906865
shapley-20260606T023629Z-5c97caf9,baseline,A,18,18,1.3850149999925634,0.2910923148904528,0.2866730732577188,train_pix_recon,0.0044192416327339945
shapley-20260606T023629Z-5c97caf9,baseline,A,19,19,1.4464580999920145,0.2830143911497934,0.2803726366588047,train_pix_recon,0.0026417544909886903
shapley-20260606T023629Z-5c97caf9,baseline,A,20,20,1.5060002999925928,0.279627399785178,0.2764148414134979,train_pix_recon,0.003212558371680052
shapley-20260606T023629Z-5c97caf9,baseline,A,21,21,1.5645025999947393,0.2817746656281607,0.2795190300260271,train_pix_recon,0.002255635602133599
shapley-20260606T023629Z-5c97caf9,baseline,A,22,22,1.6236394999978074,0.2812149056366512,0.2734903991222381,train_pix_recon,0.0077245065144130876
shapley-20260606T023629Z-5c97caf9,baseline,A,23,23,1.68699689999994,0.2726399004459381,0.2663468505655016,train_pix_recon,0.0062930498804364965
shapley-20260606T023629Z-5c97caf9,baseline,A,24,24,1.7476467999986198,0.2729005813598633,0.2691726514271327,train_pix_recon,0.003727929932730578
shapley-20260606T023629Z-5c97caf9,baseline,A,25,25,1.8091519999979937,0.2731924908501761,0.2706365287303924,train_pix_recon,0.0025559621197837057
shapley-20260606T023629Z-5c97caf9,baseline,A,26,26,1.876340899998468,0.2657782648290906,0.2639798521995544,train_pix_recon,0.001798412629536228
shapley-20260606T023629Z-5c97caf9,baseline,A,27,27,1.9390944999977364,0.2682722125734602,0.2687432680811201,train_pix_recon,-0.0004710555076599121
shapley-20260606T023629Z-5c97caf9,baseline,A,28,28,2.006716399995639,0.2684622492109026,0.2695578890187399,train_pix_recon,-0.0010956398078372787
shapley-20260606T023629Z-5c97caf9,baseline,A,29,29,2.066311799997493,0.2612207489354269,0.2632913972650255,train_pix_recon,-0.002070648329598579
shapley-20260606T023629Z-5c97caf9,baseline,A,30,30,2.135279399997671,0.2651015945843288,0.2656282612255641,train_pix_recon,-0.000526666641235296
shapley-20260606T023629Z-5c97caf9,baseline,A,31,31,2.198766399997112,0.26686891913414,0.2662610156195504,train_pix_recon,0.0006079035145896139
shapley-20260606T023629Z-5c97caf9,baseline,A,32,32,2.272193399996468,0.263278203351157,0.2598569776330675,train_pix_recon,0.0034212257180895045
shapley-20260606T023629Z-5c97caf9,baseline,A,33,33,2.334497899999405,0.2652867904731205,0.2629207968711853,train_pix_recon,0.002365993601935179
shapley-20260606T023629Z-5c97caf9,baseline,A,34,34,2.3973852999988594,0.2656449462686266,0.2606832470212664,train_pix_recon,0.0049616992473602295
shapley-20260606T023629Z-5c97caf9,baseline,A,35,35,2.46683099999791,0.2600810996123722,0.2575117817946842,train_pix_recon,0.0025693178176879883
shapley-20260606T023629Z-5c97caf9,baseline,A,36,36,2.525653599997895,0.2678244539669582,0.26453326855387,train_pix_recon,0.0032911854130882046
shapley-20260606T023629Z-5c97caf9,baseline,A,37,37,2.5858622999985528,0.2646611758640834,0.265322949205126,train_pix_recon,-0.0006617733410426152
shapley-20260606T023629Z-5c97caf9,baseline,A,38,38,2.652218499999435,0.2663770573479788,0.2655393481254577,train_pix_recon,0.0008377092225210769
shapley-20260606T023629Z-5c97caf9,baseline,A,39,39,2.713985800000956,0.2686038911342621,0.2675551218645913,train_pix_recon,0.0010487692696707906
shapley-20260606T023629Z-5c97caf9,baseline,A,40,40,2.77835419999974,0.2685145139694214,0.2688461286681039,train_pix_recon,-0.00033161469868253635
shapley-20260606T023629Z-5c97caf9,baseline,A,41,41,2.840850099997624,0.268896473305566,0.2636361803327288,train_pix_recon,0.005260292972837199
shapley-20260606T023629Z-5c97caf9,baseline,A,42,42,2.9014655999963,0.2683711775711604,0.2692200073174068,train_pix_recon,-0.0008488297462463934
