epoch,cycle,sampling_phase,block,block_size,phi_raw,weight,aux_weight_policy,run_id,training_type,shapley_tactic
49,0,1,fou,76,0.0675143301486969,0.0492223985493183,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
49,0,1,fac,216,0.8761719465255737,0.6387871503829956,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
49,0,1,kar,64,0.1908590942621231,0.139148861169815,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
49,0,1,zer,47,0.1475848704576492,0.107599101960659,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
49,0,1,mor,6,0.0894877091050148,0.0652424395084381,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
69,1,2,fou,76,0.0907841473817825,0.0613697059452533,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
69,1,2,fac,216,0.9472727179527284,0.6403524279594421,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
69,1,2,kar,64,0.2057791948318481,0.1391058713197708,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
69,1,2,zer,47,0.1515895277261734,0.1024738848209381,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
69,1,2,mor,6,0.0838735029101371,0.0566981397569179,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
89,2,3,fou,76,0.0900340229272842,0.0610050037503242,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
89,2,3,fac,216,0.9461525678634644,0.6410914063453674,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
89,2,3,kar,64,0.2154636681079864,0.1459932774305343,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
89,2,3,zer,47,0.1576156467199325,0.106796771287918,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
89,2,3,mor,6,0.0665805786848068,0.0451134853065013,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
109,3,4,fou,76,0.0905917361378669,0.0568502284586429,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
109,3,4,fac,216,1.029358983039856,0.6459672451019287,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
109,3,4,kar,64,0.2530536949634552,0.1588021367788314,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
109,3,4,zer,47,0.1705642789602279,0.1070364564657211,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
109,3,4,mor,6,0.0499470271170139,0.0313439182937145,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
129,4,5,fou,76,0.1130006238818168,0.0663321614265441,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
129,4,5,fac,216,1.079209566116333,0.6335036158561707,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
129,4,5,kar,64,0.2763248682022095,0.1622046530246734,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
129,4,5,zer,47,0.1813071519136428,0.1064285784959793,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
129,4,5,mor,6,0.0537148229777812,0.0315309800207614,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
169,5,6,fou,76,0.1274078339338302,0.0674525275826454,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
169,5,6,fac,216,1.1610709428787231,0.6146966814994812,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
169,5,6,kar,64,0.283517986536026,0.1501006931066513,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
169,5,6,zer,47,0.2169931679964065,0.1148809865117073,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
169,5,6,mor,6,0.0998619273304939,0.052869115024805,positive_share,shapley-20260606T023629Z-5c97caf9,shapley,baseline
49,0,1,fou,76,0.115899421274662,0.0827459767460823,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
49,0,1,fac,216,0.847528874874115,0.6050902009010315,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
49,0,1,kar,64,0.1808829754590988,0.1291407644748687,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
49,0,1,zer,47,0.1592204868793487,0.1136749014258384,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
49,0,1,mor,6,0.0971335768699646,0.0693481713533401,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
69,1,2,fou,76,0.1530822962522506,0.0912079513072967,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
69,1,2,fac,216,0.9660815000534058,0.5756009221076965,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
69,1,2,kar,64,0.203622281551361,0.1213201731443405,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
69,1,2,zer,47,0.2160916924476623,0.1287495791912078,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
69,1,2,mor,6,0.1395099610090255,0.0831214189529419,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
89,2,3,fou,76,0.1433190107345581,0.0850721150636673,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
89,2,3,fac,216,0.9993230104446412,0.5931838154792786,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
89,2,3,kar,64,0.2009703963994979,0.1192931458353996,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
89,2,3,zer,47,0.2019363641738891,0.1198665350675582,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
89,2,3,mor,6,0.1391279846429824,0.0825843811035156,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
109,3,4,fou,76,0.1571758687496185,0.090444266796112,positive_share,shapley-20260606T023653Z-efad36cc,shapley,marginal
