epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.1556715999977314,,1024,32,conditional
69,69,B,1,0.08352309999827412,,1600,50,conditional
89,89,B,2,0.0766243999969447,,1600,50,conditional
109,109,B,3,0.08552179999969667,,1600,50,conditional
129,129,B,4,0.0699557999978424,,1600,50,conditional
169,169,B,5,0.06961790000059409,,1600,50,conditional
