loss,recon,kl,val_loss,val_recon,val_kl,beta,lr,epoch_duration_sec,elapsed_train_sec,kl_target,kl_target_final,next_beta,epoch
1.0064559876918793,1.0064559876918793,0.6037092506885529,0.9921243190765381,0.9921243190765381,2.8159587383270264,0.0,0.001,0.2682710000080988,0.2682710000080988,4.0,0.4,0.0,0
0.9815163016319275,0.9815163016319275,4.356036186218262,0.9117399454116821,0.9117399454116821,12.781538963317871,0.0,0.001,0.03725519997533411,0.3055261999834329,4.0,0.4,0.0,1
0.8868778347969055,0.8868778347969055,17.53134298324585,0.794387698173523,0.794387698173523,24.121484756469727,0.0,0.001,0.03119389998028055,0.33672009996371344,4.0,0.4,0.0,2
0.7698213756084442,0.7698213756084442,26.876976013183594,0.6976287364959717,0.6976287364959717,34.040706634521484,0.0,0.001,0.029123300046194345,0.3658434000099078,4.0,0.4,0.0,3
0.6851662397384644,0.6851662397384644,35.3116397857666,0.6448720097541809,0.6448720097541809,36.134037017822266,0.0,0.001,0.030281600018497556,0.39612500002840534,4.0,0.4,0.0,4
0.632794588804245,0.632794588804245,36.03524398803711,0.6110337376594543,0.6110337376594543,36.81333923339844,0.0,0.001,0.03247400000691414,0.4285990000353195,4.0,0.4,0.0,5
0.6010221242904663,0.6010221242904663,37.29680061340332,0.5759512782096863,0.5759512782096863,39.2794075012207,0.0,0.001,0.029671699972823262,0.45827070000814274,4.0,0.4,0.0,6
0.5695271492004395,0.5695271492004395,38.67346382141113,0.5491107702255249,0.5491107702255249,38.18119430541992,0.0,0.001,0.03125940001336858,0.4895301000215113,4.0,0.4,0.0,7
0.5431073009967804,0.5431073009967804,37.94050407409668,0.5265836715698242,0.5265836715698242,39.33256149291992,0.0,0.001,0.031072999991010875,0.5206031000125222,4.0,0.4,0.0,8
0.5217160284519196,0.5217160284519196,39.3099308013916,0.5084977149963379,0.5084977149963379,40.55773162841797,0.0,0.001,0.03007799998158589,0.5506810999941081,4.0,0.4,0.0,9
0.4993749260902405,0.4993749260902405,40.026681900024414,0.4925920367240906,0.4925920367240906,39.55002212524414,0.0,0.001,0.028381899988744408,0.5790629999828525,4.0,0.4,0.001,10
0.5216992795467377,0.48345527052879333,38.24401092529297,0.5141646862030029,0.4797481894493103,34.41648483276367,0.001,0.001,0.027666400012094527,0.606729399994947,3.975967957276368,0.4,0.002,11
0.5351593196392059,0.4713175296783447,31.9208927154541,0.5223420262336731,0.47245943546295166,24.941287994384766,0.002,0.001,0.0268822000361979,0.6336116000311449,3.95222295952223,0.4,0.003,12
0.532765805721283,0.4645186513662338,22.74904727935791,0.5141772031784058,0.4647819399833679,16.465084075927734,0.003,0.001,0.026012999995145947,0.6596246000262909,3.928759894459103,0.4,0.004,13
0.5206833481788635,0.4618038535118103,14.719875812530518,0.5008530616760254,0.4603305160999298,10.130637168884277,0.004,0.001,0.02625580003950745,0.6858804000657983,3.905573770491803,0.4,0.005,14
0.521941065788269,0.4748952090740204,9.409173011779785,0.4946143627166748,0.45375359058380127,8.172157287597656,0.005,0.001,0.025711300026159734,0.711591700091958,3.882659713168188,0.4,0.006,15
0.53052619099617,0.48143453896045685,8.181940078735352,0.49678540229797363,0.4472464323043823,8.256492614746094,0.006,0.001,0.025850299978628755,0.7374420000705868,3.8600129617628,0.4,0.007,16
0.5279424786567688,0.46890582144260406,8.433809757232666,0.507286012172699,0.44284188747406006,9.206305503845215,0.007,0.001,0.025377699988894165,0.762819700059481,3.837628865979381,0.4,0.008,17
0.5260184109210968,0.44863417744636536,9.67302942276001,0.5209659934043884,0.4390944242477417,10.233942985534668,0.008,0.001,0.025673699972685426,0.7884934000321664,3.815502882767457,0.4,0.009000000000000001,18
0.5319547653198242,0.43979133665561676,10.240382671356201,0.5237582921981812,0.4350239038467407,9.859375,0.009000000000000001,0.001,0.025437299977056682,0.8139307000092231,3.7936305732484077,0.4,0.010000000000000002,19
0.5344569683074951,0.43863773345947266,9.581921577453613,0.5150108933448792,0.4322786331176758,8.273223876953125,0.010000000000000002,0.001,0.025373200012836605,0.8393039000220597,3.772007599746675,0.4,0.011000000000000003,20
0.5337273180484772,0.44619640707969666,7.957353591918945,0.5070538520812988,0.4270617663860321,7.272010326385498,0.011000000000000003,0.001,0.025622399989515543,0.8649263000115752,3.7506297229219148,0.4,0.012000000000000004,21
0.5396820306777954,0.4533814787864685,7.191711187362671,0.506066083908081,0.4242236018180847,6.82020902633667,0.012000000000000004,0.001,0.026927800034172833,0.891854100045748,3.7294927989981215,0.4,0.013000000000000005,22
0.5440762341022491,0.4541625380516052,6.9164392948150635,0.5152515172958374,0.4225512444972992,7.130792140960693,0.013000000000000005,0.001,0.026461200031917542,0.9183153000776656,3.7085927770859275,0.4,0.014000000000000005,23
0.5462985634803772,0.442549929022789,7.410614252090454,0.5260888338088989,0.41971027851104736,7.598469257354736,0.014000000000000005,0.001,0.026788000017404556,0.9451033000950702,3.6879256965944274,0.4,0.015000000000000006,24
0.5541761815547943,0.4402264952659607,7.596644163131714,0.5300577282905579,0.41996926069259644,7.339230060577393,0.015000000000000006,0.001,0.026794100005645305,0.9718974001007155,3.667487684729064,0.4,0.016000000000000007,25
0.5574013888835907,0.4387522041797638,7.415573835372925,0.5310927033424377,0.41684749722480774,7.140326499938965,0.016000000000000007,0.001,0.02659309998853132,0.9984905000892468,3.6472749540722593,0.4,0.017000000000000008,26
0.5594514906406403,0.4402259588241577,7.013265371322632,0.5273534059524536,0.4152742028236389,6.5928955078125,0.017000000000000008,0.0009000000000000001,0.032809199998155236,1.031299700087402,3.627283800243606,0.4,0.01800000000000001,27
0.5656635463237762,0.4466000199317932,6.614641904830933,0.5269646644592285,0.4112924337387085,6.426237106323242,0.01800000000000001,0.0009000000000000001,0.035049400001298636,1.0663491000887007,3.607510599636584,0.4,0.01900000000000001,28
0.5706183910369873,0.4486650377511978,6.418598651885986,0.5301823019981384,0.4112681746482849,6.258639812469482,0.01900000000000001,0.0009000000000000001,0.04728130000876263,1.1136304000974633,3.5879518072289156,0.4,0.02000000000000001,29
0.5739081501960754,0.44691111147403717,6.34985089302063,0.5392162799835205,0.4110758304595947,6.407022953033447,0.02000000000000001,0.0009000000000000001,0.03311990003567189,1.1467503001331352,3.568603954463751,0.4,0.02100000000000001,30
0.5781700015068054,0.4401547908782959,6.572153091430664,0.5453488826751709,0.4090579152107239,6.49004602432251,0.02100000000000001,0.0009000000000000001,0.027888700016774237,1.1746390001499094,3.5494636471990466,0.4,0.022000000000000013,31
0.5797808468341827,0.438327357172966,6.429704189300537,0.5409697890281677,0.4085107445716858,6.020865440368652,0.022000000000000013,0.0009000000000000001,0.025849300029221922,1.2004883001791313,3.5305275637225844,0.4,0.023000000000000013,32
0.5861297845840454,0.44460366666316986,6.15330958366394,0.5467470288276672,0.4028739333152771,6.25535249710083,0.023000000000000013,0.0009000000000000001,0.02606109995394945,1.2265494001330808,3.511792452830189,0.4,0.024000000000000014,33
0.5885321497917175,0.43981222808361053,6.1966633796691895,0.5390352010726929,0.4042210876941681,5.617256164550781,0.024000000000000014,0.0009000000000000001,0.026890399982221425,1.2534398001153022,3.4932551319648093,0.4,0.025000000000000015,34
