feature,mean_diff,std_diff,mae,q05,q50,q95
fou_000,0.001356402295641601,0.04626583680510521,0.03509052097797394,-0.0684203952550888,-0.001304537057876587,0.08042949438095093
fou_001,-0.0036659794859588146,0.06888935714960098,0.05187659338116646,-0.11954470723867416,-0.008967511355876923,0.11158677190542221
fou_002,0.0030959981959313154,0.07658877968788147,0.05928298458456993,-0.10891811549663544,0.0014614313840866089,0.1397215723991394
fou_003,-0.005797284655272961,0.08901187032461166,0.06598912924528122,-0.1508554071187973,-0.003403477370738983,0.1354684978723526
fou_004,0.005633655935525894,0.07722144573926926,0.059141650795936584,-0.11603039503097534,0.007432818412780762,0.12913905084133148
fou_005,-0.002181813819333911,0.053392499685287476,0.0393248051404953,-0.08453051000833511,-0.0019180402159690857,0.07788322120904922
fou_006,0.0025421197060495615,0.06720065325498581,0.04950231686234474,-0.11084369570016861,0.0007920190691947937,0.11698300391435623
fou_007,0.007900643162429333,0.07057929784059525,0.053734082728624344,-0.09517649561166763,-0.002562478184700012,0.15048275887966156
fou_008,-0.002990629756823182,0.08040616661310196,0.06119753047823906,-0.1335783749818802,-0.001544363796710968,0.1300749033689499
fou_009,-8.309833356179297e-05,0.056387465447187424,0.045132774859666824,-0.09390532970428467,0.004051417112350464,0.08903736621141434
fou_010,-0.0038444187957793474,0.06226254999637604,0.048935823142528534,-0.10647320747375488,-0.00718795508146286,0.10280579328536987
fou_011,0.0007486348040401936,0.05905109643936157,0.04735970497131348,-0.08623214066028595,-0.0017112642526626587,0.09589548408985138
fou_012,0.0016590302111580968,0.06372161954641342,0.05040330812335014,-0.10348714888095856,0.004261799156665802,0.10400938242673874
fou_013,0.0009829147020354867,0.06312422454357147,0.05051272734999657,-0.1024363711476326,-0.0007941052317619324,0.1065233126282692
fou_014,0.0026319019962102175,0.05293150246143341,0.04133044555783272,-0.09067731350660324,0.0009655170142650604,0.08960700780153275
fou_015,-0.0012384887086227536,0.05008317530155182,0.03858945518732071,-0.07875360548496246,-0.0017567053437232971,0.08513403683900833
fou_016,-0.0036903577856719494,0.05422668904066086,0.043913088738918304,-0.09364517778158188,-0.0022297203540802,0.07827051728963852
fou_017,0.0006052624084986746,0.05916491150856018,0.04643595591187477,-0.0951237753033638,0.0029689744114875793,0.09569954872131348
fou_018,-0.00383891467936337,0.05535443127155304,0.04400308430194855,-0.09612233191728592,-0.00300724059343338,0.08335680514574051
fou_019,0.0006267830613069236,0.04834197089076042,0.03810286521911621,-0.08648999035358429,0.0015317052602767944,0.07405996322631836
fou_020,-0.0025512813590466976,0.044759541749954224,0.035740625113248825,-0.07726085931062698,0.0006452314555644989,0.06813962757587433
fou_021,0.0017945229774340987,0.04893465340137482,0.03891050070524216,-0.07517366111278534,0.001666828989982605,0.07933396846055984
fou_022,-0.001018758979626,0.04754175618290901,0.03737511485815048,-0.08682628720998764,-0.00042199715971946716,0.0749393105506897
fou_023,-0.000989713123999536,0.0502793975174427,0.03968190774321556,-0.08753075450658798,0.00011362135410308838,0.07866091281175613
fou_024,0.001784715335816145,0.04393191635608673,0.03545321896672249,-0.06980574131011963,0.0007596500217914581,0.07186772674322128
