hook,seconds,calls
KLBetaSchedulerCallback.on_train_begin,1.469999915570952e-05,1
KLBetaSchedulerCallback.on_epoch_begin,0.0004071999683219474,200
KLBetaSchedulerCallback.on_batch_begin,0.0023197998671093956,1400
KLBetaSchedulerCallback.on_batch_end,0.0028822000422223937,1400
KLBetaSchedulerCallback.on_epoch_end,0.002690999990591081,200
KLBetaSchedulerCallback.on_train_end,1.6000012692529708e-06,1
