run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T021822Z-c0a1c2df,baseline,1,0.08050793848087774,0.2713682651519775,32.0
shapley-20260606T021822Z-c0a1c2df,baseline,2,0.09997650623699879,0.2845759391784668,82.0
shapley-20260606T021822Z-c0a1c2df,baseline,3,0.15452727328374743,0.5399236679077148,115.0
shapley-20260606T021822Z-c0a1c2df,baseline,4,0.24372352549835338,0.8680505752563477,141.0
shapley-20260606T021822Z-c0a1c2df,baseline,5,0.31479255157319125,1.114649772644043,165.0
shapley-20260606T021822Z-c0a1c2df,baseline,6,0.36930773102358216,1.2595372200012207,174.24179482460022
shapley-20260606T021846Z-f1b9e28f,marginal,1,0.15647074833395885,0.5920717716217041,32.0
shapley-20260606T021846Z-f1b9e28f,marginal,2,0.18477604517829602,0.4949722290039062,79.0
shapley-20260606T021846Z-f1b9e28f,marginal,3,0.2109930549340788,0.6138389110565186,111.0
shapley-20260606T021846Z-f1b9e28f,marginal,4,0.2714983104087878,0.8030674457550049,140.0
shapley-20260606T021846Z-f1b9e28f,marginal,5,0.35665855047409417,1.1676061153411863,158.0
shapley-20260606T021846Z-f1b9e28f,marginal,6,0.418646025005728,1.1389427185058594,173.86728596687317
shapley-20260606T021911Z-5ebdc48c,conditional,1,0.11662464115943288,0.3926512002944946,32.0
shapley-20260606T021911Z-5ebdc48c,conditional,2,0.11130980531743258,0.3236758708953857,75.99841666221619
shapley-20260606T021911Z-5ebdc48c,conditional,3,0.10737587838957548,0.3006159663200378,112.99849283695221
shapley-20260606T021911Z-5ebdc48c,conditional,4,0.12398760743963062,0.3622437715530395,148.9986436367035
shapley-20260606T021911Z-5ebdc48c,conditional,5,0.12847108164987725,0.4354243278503418,170.99894511699677
shapley-20260606T021911Z-5ebdc48c,conditional,6,0.13375090176668888,0.4033620953559875,188.0950757265091
