run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T022726Z-9cad32bb,baseline,1,0.09428821112669535,0.2770042419433594,32.0
shapley-20260606T022726Z-9cad32bb,baseline,2,0.1496068706619553,0.5515408515930176,81.0
shapley-20260606T022726Z-9cad32bb,baseline,3,0.16640442005882503,0.5519788265228271,116.0
shapley-20260606T022726Z-9cad32bb,baseline,4,0.20529445209103866,0.7245402336120605,139.0
shapley-20260606T022726Z-9cad32bb,baseline,5,0.255788856135041,0.8871281147003174,156.0
shapley-20260606T022726Z-9cad32bb,baseline,6,0.30197694120579394,1.439486742019653,166.2275652885437
shapley-20260606T022750Z-c51d920d,marginal,1,0.17160309670725832,0.5410816669464111,32.0
shapley-20260606T022750Z-c51d920d,marginal,2,0.17320152343017978,0.4432101249694824,80.0
shapley-20260606T022750Z-c51d920d,marginal,3,0.2209841874428093,0.5133116245269775,119.0
shapley-20260606T022750Z-c51d920d,marginal,4,0.33838722715154285,1.0320682525634766,152.0
shapley-20260606T022750Z-c51d920d,marginal,5,0.3935346674406901,1.065485954284668,180.0
shapley-20260606T022750Z-c51d920d,marginal,6,0.4510599991772324,1.219545841217041,194.0698504447937
shapley-20260606T022815Z-2b78141d,conditional,1,0.1003613449138356,0.3107928037643432,32.0
shapley-20260606T022815Z-2b78141d,conditional,2,0.10254105458443515,0.2999577522277832,81.8786449432373
shapley-20260606T022815Z-2b78141d,conditional,3,0.11269404615813979,0.3039914965629577,113.90291595458984
shapley-20260606T022815Z-2b78141d,conditional,4,0.12067755091266004,0.3382923603057861,145.90898370742798
shapley-20260606T022815Z-2b78141d,conditional,5,0.12257903865247495,0.3309476971626282,171.92718696594238
shapley-20260606T022815Z-2b78141d,conditional,6,0.133121576065605,0.4263549447059631,185.59920716285706
