run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T032546Z-14c2e09a,baseline,1,0.12294414463394783,0.3664361238479614,32.0
shapley-20260606T032546Z-14c2e09a,baseline,2,0.12801556831982447,0.315437912940979,78.0
shapley-20260606T032546Z-14c2e09a,baseline,3,0.14868396621022834,0.4238495826721191,114.0
shapley-20260606T032546Z-14c2e09a,baseline,4,0.2063250274804886,0.613706111907959,144.0
shapley-20260606T032546Z-14c2e09a,baseline,5,0.27635757133248257,0.9313337802886964,166.0
shapley-20260606T032546Z-14c2e09a,baseline,6,0.32308009939151816,1.0714075565338137,181.33204078674316
shapley-20260606T032611Z-18d59be9,marginal,1,0.15922282004612492,0.4373085498809814,32.0
shapley-20260606T032611Z-18d59be9,marginal,2,0.177920064976206,0.4596636295318603,80.0
shapley-20260606T032611Z-18d59be9,marginal,3,0.22466261673253027,0.5699892044067383,120.0
shapley-20260606T032611Z-18d59be9,marginal,4,0.27316679956857115,0.6969084739685059,156.0
shapley-20260606T032611Z-18d59be9,marginal,5,0.3523879873682745,0.9716322422027588,178.0
shapley-20260606T032611Z-18d59be9,marginal,6,0.39958142425166443,1.0562574863433838,194.9519259929657
shapley-20260606T032636Z-d45eb27a,conditional,1,0.09551028441273952,0.4822812080383301,32.0
shapley-20260606T032636Z-d45eb27a,conditional,2,0.08348371600368405,0.2793206572532654,82.0
shapley-20260606T032636Z-d45eb27a,conditional,3,0.08902570491409274,0.281984269618988,114.0
shapley-20260606T032636Z-d45eb27a,conditional,4,0.0988789061457282,0.2969918847084045,140.0
shapley-20260606T032636Z-d45eb27a,conditional,5,0.0994062881736681,0.2690343856811523,159.0
shapley-20260606T032636Z-d45eb27a,conditional,6,0.10607347441782618,0.3249620199203491,172.87797832489014
