epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1297898999982862,,1024,32,baseline,shapley-20260606T032546Z-14c2e09a,shapley,baseline
69,69,B,1,0.0508862999995471,,1600,50,baseline,shapley-20260606T032546Z-14c2e09a,shapley,baseline
89,89,B,2,0.0436990999987756,,1600,50,baseline,shapley-20260606T032546Z-14c2e09a,shapley,baseline
109,109,B,3,0.0630573000016738,,1600,50,baseline,shapley-20260606T032546Z-14c2e09a,shapley,baseline
129,129,B,4,0.0419228999999177,,1600,50,baseline,shapley-20260606T032546Z-14c2e09a,shapley,baseline
169,169,B,5,0.0429996999991999,,1600,50,baseline,shapley-20260606T032546Z-14c2e09a,shapley,baseline
49,49,B,0,0.1277908000010938,,1024,32,marginal,shapley-20260606T032611Z-18d59be9,shapley,marginal
69,69,B,1,0.0613861999991058,,1600,50,marginal,shapley-20260606T032611Z-18d59be9,shapley,marginal
89,89,B,2,0.0516143999993801,,1600,50,marginal,shapley-20260606T032611Z-18d59be9,shapley,marginal
109,109,B,3,0.0521832999984326,,1600,50,marginal,shapley-20260606T032611Z-18d59be9,shapley,marginal
129,129,B,4,0.0499845999984245,,1600,50,marginal,shapley-20260606T032611Z-18d59be9,shapley,marginal
169,169,B,5,0.0556583999969007,,1600,50,marginal,shapley-20260606T032611Z-18d59be9,shapley,marginal
49,49,B,0,0.1511623999977018,,1024,32,conditional,shapley-20260606T032636Z-d45eb27a,shapley,conditional
69,69,B,1,0.0765672999987145,,1600,50,conditional,shapley-20260606T032636Z-d45eb27a,shapley,conditional
89,89,B,2,0.0763320999976713,,1600,50,conditional,shapley-20260606T032636Z-d45eb27a,shapley,conditional
109,109,B,3,0.079218499999115,,1600,50,conditional,shapley-20260606T032636Z-d45eb27a,shapley,conditional
129,129,B,4,0.0788963999984844,,1600,50,conditional,shapley-20260606T032636Z-d45eb27a,shapley,conditional
169,169,B,5,0.0897388999983377,,1600,50,conditional,shapley-20260606T032636Z-d45eb27a,shapley,conditional
