epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic
49,49,B,0,0.12563829999999143,,1024,32,baseline
69,69,B,1,0.051896400000259746,,1600,50,baseline
89,89,B,2,0.04421519999959855,,1600,50,baseline
109,109,B,3,0.04888489999939338,,1600,50,baseline
129,129,B,4,0.04807819999768981,,1600,50,baseline
169,169,B,5,0.05353109999850858,,1600,50,baseline
