run_id,shapley_tactic,sampling_phase,mean_variance,max_variance,mean_effective_count
shapley-20260606T014903Z-d1f42e93,baseline,1,0.11364705346204569,0.4617030620574951,32.0
shapley-20260606T014903Z-d1f42e93,baseline,2,0.14396535800915441,0.4696717262268066,75.84573817253113
shapley-20260606T014903Z-d1f42e93,baseline,3,0.17786809302197068,0.5386343002319336,111.8611626625061
shapley-20260606T014903Z-d1f42e93,baseline,4,0.23095076211757257,0.8774533271789551,134.87658834457397
shapley-20260606T014903Z-d1f42e93,baseline,5,0.3028373227643896,1.2275047302246094,151.89972805976868
shapley-20260606T014903Z-d1f42e93,baseline,6,0.3457209960397449,1.379014015197754,164.96364855766296
shapley-20260606T014928Z-194dad01,marginal,1,0.15453036248800342,0.4933388233184814,32.0
shapley-20260606T014928Z-194dad01,marginal,2,0.15854114480316636,0.4465522766113281,79.0
shapley-20260606T014928Z-194dad01,marginal,3,0.19837825914146376,0.4899213314056396,119.0
shapley-20260606T014928Z-194dad01,marginal,4,0.2661687799263745,0.7880291938781738,144.0
shapley-20260606T014928Z-194dad01,marginal,5,0.32392176130088046,0.854302167892456,171.0
shapley-20260606T014928Z-194dad01,marginal,6,0.37250229477649555,0.9174845218658448,186.7780795097351
shapley-20260606T014953Z-345fbe0d,conditional,1,0.09933345234458098,0.298248827457428,32.0
shapley-20260606T014953Z-345fbe0d,conditional,2,0.09536798102635652,0.2415077090263366,82.0
shapley-20260606T014953Z-345fbe0d,conditional,3,0.09949363508349048,0.2367275953292846,119.0
shapley-20260606T014953Z-345fbe0d,conditional,4,0.10394205070770109,0.2715354561805725,152.0
shapley-20260606T014953Z-345fbe0d,conditional,5,0.10944790339999595,0.3060746788978576,175.0
shapley-20260606T014953Z-345fbe0d,conditional,6,0.11410758671991057,0.326083242893219,190.87630033493042
