epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1420281999999133,,1024,32,baseline,shapley-20260606T014903Z-d1f42e93,shapley,baseline
69,69,B,1,0.0572135000002163,,1600,50,baseline,shapley-20260606T014903Z-d1f42e93,shapley,baseline
89,89,B,2,0.0474809999996068,,1600,50,baseline,shapley-20260606T014903Z-d1f42e93,shapley,baseline
109,109,B,3,0.0504803999992873,,1600,50,baseline,shapley-20260606T014903Z-d1f42e93,shapley,baseline
129,129,B,4,0.049332399999912,,1600,50,baseline,shapley-20260606T014903Z-d1f42e93,shapley,baseline
169,169,B,5,0.0462326000015309,,1600,50,baseline,shapley-20260606T014903Z-d1f42e93,shapley,baseline
49,49,B,0,0.1305762000010872,,1024,32,marginal,shapley-20260606T014928Z-194dad01,shapley,marginal
69,69,B,1,0.0496693999994022,,1600,50,marginal,shapley-20260606T014928Z-194dad01,shapley,marginal
89,89,B,2,0.0521313999997801,,1600,50,marginal,shapley-20260606T014928Z-194dad01,shapley,marginal
109,109,B,3,0.0489002999984222,,1600,50,marginal,shapley-20260606T014928Z-194dad01,shapley,marginal
129,129,B,4,0.0464864000005036,,1600,50,marginal,shapley-20260606T014928Z-194dad01,shapley,marginal
169,169,B,5,0.0531457999986741,,1600,50,marginal,shapley-20260606T014928Z-194dad01,shapley,marginal
49,49,B,0,0.1549902000006113,,1024,32,conditional,shapley-20260606T014953Z-345fbe0d,shapley,conditional
69,69,B,1,0.083166299998993,,1600,50,conditional,shapley-20260606T014953Z-345fbe0d,shapley,conditional
89,89,B,2,0.0843070000009902,,1600,50,conditional,shapley-20260606T014953Z-345fbe0d,shapley,conditional
109,109,B,3,0.0816563999997015,,1600,50,conditional,shapley-20260606T014953Z-345fbe0d,shapley,conditional
129,129,B,4,0.0872832000004564,,1600,50,conditional,shapley-20260606T014953Z-345fbe0d,shapley,conditional
169,169,B,5,0.07975819999956,,1600,50,conditional,shapley-20260606T014953Z-345fbe0d,shapley,conditional
