run_id,training_type,shapley_tactic,threshold_val_pix_recon,reached_threshold,epoch_to_threshold,elapsed_sec_to_threshold,best_val_pix_recon
baseline-20260606T023756Z-751b1077,baseline,none,0.294059519469738,True,24,1.775336100003187,0.2800566852092743
pix_only-20260606T023820Z-83975f85,pix_only,none,0.294059519469738,True,16,1.4171954999983427,0.2654006779193878
shapley-20260606T023844Z-ebfd80f0,shapley,baseline,0.294059519469738,True,25,1.8751786000029824,0.2797437161207199
shapley-20260606T023909Z-3e53ca45,shapley,marginal,0.294059519469738,True,25,1.907158599995455,0.2790989875793457
shapley-20260606T023933Z-cdfd01ff,shapley,conditional,0.294059519469738,True,30,2.120552599997609,0.2854991406202316
