epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1326312999990477,,1024,32,baseline,shapley-20260606T023844Z-ebfd80f0,shapley,baseline
69,69,B,1,0.052565299996786,,1600,50,baseline,shapley-20260606T023844Z-ebfd80f0,shapley,baseline
89,89,B,2,0.0453957999998237,,1600,50,baseline,shapley-20260606T023844Z-ebfd80f0,shapley,baseline
109,109,B,3,0.0441814000005251,,1600,50,baseline,shapley-20260606T023844Z-ebfd80f0,shapley,baseline
129,129,B,4,0.0478412999982538,,1600,50,baseline,shapley-20260606T023844Z-ebfd80f0,shapley,baseline
169,169,B,5,0.0423551999992923,,1600,50,baseline,shapley-20260606T023844Z-ebfd80f0,shapley,baseline
49,49,B,0,0.1293071000000054,,1024,32,marginal,shapley-20260606T023909Z-3e53ca45,shapley,marginal
69,69,B,1,0.0522124000017356,,1600,50,marginal,shapley-20260606T023909Z-3e53ca45,shapley,marginal
89,89,B,2,0.0557577000035962,,1600,50,marginal,shapley-20260606T023909Z-3e53ca45,shapley,marginal
109,109,B,3,0.0479692000008071,,1600,50,marginal,shapley-20260606T023909Z-3e53ca45,shapley,marginal
129,129,B,4,0.0597712000017054,,1600,50,marginal,shapley-20260606T023909Z-3e53ca45,shapley,marginal
169,169,B,5,0.0519116999967081,,1600,50,marginal,shapley-20260606T023909Z-3e53ca45,shapley,marginal
49,49,B,0,0.1614397999983339,,1024,32,conditional,shapley-20260606T023933Z-cdfd01ff,shapley,conditional
69,69,B,1,0.0822804999988875,,1600,50,conditional,shapley-20260606T023933Z-cdfd01ff,shapley,conditional
89,89,B,2,0.0738339000017731,,1600,50,conditional,shapley-20260606T023933Z-cdfd01ff,shapley,conditional
109,109,B,3,0.0716363999999885,,1600,50,conditional,shapley-20260606T023933Z-cdfd01ff,shapley,conditional
129,129,B,4,0.0767529999975522,,1600,50,conditional,shapley-20260606T023933Z-cdfd01ff,shapley,conditional
169,169,B,5,0.0754637999998522,,1600,50,conditional,shapley-20260606T023933Z-cdfd01ff,shapley,conditional
