epoch_start,epoch_end,phase,cycle,duration_sec,num_batches,num_samples,num_node_groups,tactic,run_id,training_type,shapley_tactic
49,49,B,0,0.1286565999980666,,1024,32,baseline,shapley-20260606T022253Z-96f1abeb,shapley,baseline
69,69,B,1,0.052424699999392,,1600,50,baseline,shapley-20260606T022253Z-96f1abeb,shapley,baseline
89,89,B,2,0.0445890000009967,,1600,50,baseline,shapley-20260606T022253Z-96f1abeb,shapley,baseline
109,109,B,3,0.0444652000005589,,1600,50,baseline,shapley-20260606T022253Z-96f1abeb,shapley,baseline
129,129,B,4,0.0440143000014359,,1600,50,baseline,shapley-20260606T022253Z-96f1abeb,shapley,baseline
169,169,B,5,0.043646300000546,,1600,50,baseline,shapley-20260606T022253Z-96f1abeb,shapley,baseline
49,49,B,0,0.1389038999986951,,1024,32,marginal,shapley-20260606T022318Z-96361266,shapley,marginal
69,69,B,1,0.0627392000023974,,1600,50,marginal,shapley-20260606T022318Z-96361266,shapley,marginal
89,89,B,2,0.0514605999997002,,1600,50,marginal,shapley-20260606T022318Z-96361266,shapley,marginal
109,109,B,3,0.0500675999974191,,1600,50,marginal,shapley-20260606T022318Z-96361266,shapley,marginal
129,129,B,4,0.0487241000009817,,1600,50,marginal,shapley-20260606T022318Z-96361266,shapley,marginal
169,169,B,5,0.0491545999975642,,1600,50,marginal,shapley-20260606T022318Z-96361266,shapley,marginal
49,49,B,0,0.1475621000026876,,1024,32,conditional,shapley-20260606T022342Z-cf9f7402,shapley,conditional
69,69,B,1,0.0834888000026694,,1600,50,conditional,shapley-20260606T022342Z-cf9f7402,shapley,conditional
89,89,B,2,0.0768459999999322,,1600,50,conditional,shapley-20260606T022342Z-cf9f7402,shapley,conditional
109,109,B,3,0.0787156000005779,,1600,50,conditional,shapley-20260606T022342Z-cf9f7402,shapley,conditional
129,129,B,4,0.0742374000001291,,1600,50,conditional,shapley-20260606T022342Z-cf9f7402,shapley,conditional
169,169,B,5,0.0834113000018987,,1600,50,conditional,shapley-20260606T022342Z-cf9f7402,shapley,conditional
